ID_REF,GSM6827,GSM6828,GSM6832,GSM6833,GSM6834,GSM6835,GSM6836
HG3872-HT4142_at,1141.0,20.0,20.0,20.0,20.0,20.0,5.0
HG3884-HT4154_at,20.0,20.0,1133.0,224.0,249.0,736.0,1963.0
HG3893-HT4163_at,20.0,1348.0,89.0,20.0,657.0,650.0,1208.0
HG3897-HT4167_at,20.0,20.0,20.0,34.0,20.0,20.0,229.0
HG3914-HT4184_s_at,20.0,20.0,20.0,20.0,931.0,20.0,955.0
HG3920-HT4521_s_at,181.0,1840.0,903.0,449.0,2151.0,1632.0,1638.0
HG3921-HT4191_f_at,20.0,1227.0,604.0,1920.0,106.0,163.0,1503.0
HG3925-HT4195_at,20.0,54.0,29.0,543.0,790.0,265.0,159.0
HG3925-HT4195_s_at,20.0,610.0,20.0,206.0,20.0,20.0,20.0
HG3928-HT4198_at,20.0,1214.0,1982.0,1528.0,3570.0,170.0,20.0
HG3928-HT4198_s_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
HG3930-HT4200_at,20.0,3008.0,195.0,20.0,20.0,20.0,277.0
HG3934-HT4204_at,1673.0,2234.0,1075.0,20.0,184.0,20.0,1939.0
HG3936-HT4206_at,20.0,1377.0,20.0,586.0,1407.0,20.0,20.0
HG3942-HT4212_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
HG3945-HT4215_at,3749.0,5711.0,10633.0,11383.0,4371.0,20787.0,2539.0
HG3954-HT4224_s_at,20.0,203.0,20.0,20.0,20.0,20.0,20.0
HG3962-HT4232_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
HG3971-HT4241_at,3499.0,1258.0,488.0,673.0,1279.0,581.0,730.0
HG3976-HT4246_at,20.0,344.0,150.0,51.0,341.0,20.0,4.0
HG3985-HT4255_at,20.0,20.0,20.0,20.0,452.0,222.0,20.0
HG3987-HT4257_at,1632.0,20.0,1167.0,20.0,4279.0,20.0,1718.0
HG3989-HT4259_at,2292.0,20.0,156.0,20.0,246.0,20.0,405.0
HG3991-HT4261_at,20.0,20.0,97.0,20.0,698.0,20.0,20.0
HG3991-HT4261_r_at,32826.0,25200.0,6686.0,8655.0,12506.0,8172.0,7439.0
HG3992-HT4262_at,20.0,2125.0,20.0,20.0,20.0,20.0,20.0
HG3993-HT4263_at,20.0,20.0,20.0,452.0,20.0,20.0,20.0
HG3994-HT4264_at,3964.0,4322.0,1851.0,1391.0,2225.0,884.0,1763.0
HG3995-HT4265_at,11968.0,6283.0,2106.0,571.0,1024.0,4399.0,5877.0
HG3996-HT4266_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
HG3998-HT4268_at,651.0,2123.0,1009.0,1367.0,1376.0,267.0,665.0
HG3999-HT4269_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
HG4011-HT4804_s_at,2638.0,20.0,1781.0,2471.0,1909.0,1008.0,1167.0
HG4018-HT4288_at,5163.0,3077.0,1535.0,1435.0,2669.0,1996.0,1555.0
HG4020-HT4290_s_at,16485.0,7547.0,3788.0,5659.0,6618.0,6227.0,10700.0
HG4027-HT4297_f_at,20.0,5.0,74.0,94.0,160.0,20.0,332.0
HG4036-HT4306_at,3349.0,1164.0,1505.0,3401.0,6447.0,2212.0,5692.0
HG4051-HT4321_at,20.0,20.0,122.0,20.0,20.0,336.0,20.0
HG4052-HT4322_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
HG4058-HT4328_at,2895.0,160.0,541.0,514.0,1083.0,1105.0,237.0
HG406-HT406_at,3651.0,1881.0,857.0,2207.0,1913.0,1376.0,1581.0
HG4063-HT4333_s_at,394.0,50.0,20.0,368.0,498.0,170.0,421.0
HG4068-HT4338_at,20.0,1956.0,20.0,347.0,4511.0,907.0,2634.0
HG4069-HT4339_s_at,5176.0,5588.0,14615.0,5717.0,8148.0,9674.0,1186.0
HG4073-HT4343_at,7472.0,2056.0,3625.0,1432.0,2519.0,1253.0,2012.0
HG4074-HT4344_at,20.0,287.0,337.0,68.0,545.0,20.0,381.0
HG4094-HT4364_s_at,182.0,792.0,35.0,747.0,217.0,277.0,404.0
HG4099-HT4369_s_at,20.0,20.0,20.0,3941.0,20.0,20.0,20.0
HG4102-HT4372_at,310.0,961.0,461.0,77.0,761.0,356.0,295.0
HG4108-HT4378_at,20.0,1863.0,592.0,20.0,993.0,517.0,686.0
HG4109-HT4379_at,20.0,917.0,405.0,76.0,840.0,174.0,155.0
HG4113-HT4383_s_at,20.0,1053.0,412.0,928.0,1405.0,728.0,1709.0
HG4114-HT4384_at,5855.0,3643.0,2273.0,2008.0,4179.0,1823.0,2878.0
HG4115-HT4385_at,3502.0,110.0,79.0,2167.0,1291.0,219.0,20.0
HG4116-HT4386_s_at,1708.0,20.0,20.0,339.0,20.0,20.0,80.0
HG4120-HT4392_s_at,20.0,394.0,514.0,20.0,20.0,270.0,20.0
HG4126-HT4396_at,1194.0,324.0,368.0,445.0,1290.0,228.0,366.0
HG4128-HT4398_at,20.0,20.0,20.0,20.0,785.0,20.0,356.0
HG4144-HT4414_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
HG415-HT415_at,20.0,20.0,429.0,3216.0,20.0,20.0,20.0
HG4155-HT4425_s_at,20.0,20.0,20.0,72.0,20.0,20.0,20.0
HG4157-HT4427_at,210.0,529.0,627.0,138.0,472.0,332.0,289.0
HG4165-HT4435_at,1658.0,20.0,133.0,20.0,311.0,34.0,379.0
HG4167-HT4437_at,5080.0,3523.0,743.0,1197.0,1692.0,555.0,1065.0
HG4169-HT4439_s_at,20.0,20.0,12.0,323.0,20.0,20.0,367.0
HG417-HT417_s_at,17838.0,17949.0,15630.0,27195.0,12397.0,29192.0,8259.0
HG4178-HT4448_at,5032.0,1549.0,628.0,20.0,1167.0,944.0,610.0
HG4185-HT4455_at,2620.0,486.0,64.0,264.0,20.0,229.0,20.0
HG4188-HT4458_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
HG4194-HT4464_at,20.0,20.0,20.0,996.0,20.0,77.0,747.0
HG4234-HT4504_at,2325.0,336.0,753.0,448.0,1306.0,326.0,20.0
HG4236-HT4506_f_at,1055.0,487.0,102.0,20.0,415.0,415.0,370.0
HG4243-HT4513_at,2920.0,900.0,691.0,2017.0,1892.0,348.0,3419.0
HG4245-HT4515_at,1708.0,20.0,42.0,20.0,210.0,20.0,20.0
HG4258-HT4528_at,20.0,20.0,20.0,20.0,1314.0,7.0,20.0
HG4263-HT4533_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
HG4264-HT4534_s_at,4309.0,4330.0,8123.0,5671.0,7484.0,9098.0,7052.0
HG4272-HT4542_at,9113.0,3412.0,1716.0,2523.0,2938.0,2082.0,4236.0
HG429-HT429_at,1439.0,195.0,20.0,84.0,69.0,20.0,20.0
HG4297-HT4567_at,20.0,1379.0,2085.0,825.0,948.0,983.0,622.0
HG4310-HT4580_at,99.0,20.0,20.0,20.0,20.0,20.0,20.0
HG4312-HT4582_s_at,1530.0,2977.0,1530.0,3000.0,1792.0,2534.0,3827.0
HG4316-HT4586_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
HG4318-HT4588_s_at,167.0,4247.0,676.0,349.0,1055.0,657.0,485.0
HG4319-HT4589_at,55501.0,34940.0,40805.0,44604.0,39455.0,40584.0,39316.0
HG4321-HT4591_at,20.0,139.0,20.0,152.0,864.0,20.0,20.0
HG4322-HT4592_at,12867.0,13526.0,10891.0,6785.0,8406.0,12393.0,5276.0
HG4332-HT4602_at,8770.0,2946.0,1593.0,4684.0,5608.0,2159.0,3404.0
HG4333-HT4603_at,401.0,564.0,697.0,793.0,80.0,1234.0,212.0
HG4334-HT4604_s_at,20.0,708.0,2584.0,1006.0,171.0,2667.0,780.0
HG4336-HT4606_at,718.0,1573.0,683.0,912.0,1480.0,885.0,2149.0
HG4340-HT4610_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
HG4390-HT4660_at,20.0,438.0,432.0,20.0,527.0,43.0,428.0
HG4411-HT4681_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
HG4417-HT4687_f_at,20.0,20.0,200.0,312.0,294.0,20.0,20.0
HG4433-HT4703_at,20.0,20.0,723.0,20.0,20.0,20.0,20.0
HG4458-HT4727_at,20.0,20.0,20.0,781.0,20.0,20.0,20.0
HG4460-HT4729_at,1955.0,678.0,495.0,797.0,514.0,354.0,545.0
HG4462-HT4731_at,20.0,20.0,20.0,20.0,20.0,95.0,20.0
HG4480-HT4833_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
HG4490-HT4876_f_at,4506.0,2917.0,840.0,1759.0,1976.0,401.0,20.0
HG4517-HT4920_s_at,2114.0,20.0,90.0,20.0,215.0,132.0,20.0
HG4518-HT4921_at,20.0,20.0,20.0,149.0,20.0,20.0,20.0
HG4518-HT4921_r_at,1307.0,1190.0,110.0,649.0,20.0,332.0,551.0
HG4533-HT4938_at,2885.0,1485.0,700.0,1238.0,274.0,280.0,998.0
HG4535-HT4940_s_at,13024.0,9453.0,4072.0,3316.0,4575.0,5110.0,4201.0
HG4541-HT4946_s_at,3243.0,3704.0,3688.0,5135.0,2874.0,6798.0,3422.0
HG4542-HT4947_at,20601.0,25749.0,18110.0,17021.0,19292.0,13560.0,9560.0
HG4557-HT4962_at,20.0,13.0,172.0,376.0,397.0,11.0,397.0
HG4557-HT4962_r_at,20.0,59.0,99.0,196.0,94.0,229.0,20.0
HG458-HT458_f_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
HG4582-HT4987_at,171.0,545.0,1742.0,681.0,1815.0,1106.0,1765.0
HG4593-HT4998_at,3113.0,1050.0,826.0,357.0,2319.0,2035.0,832.0
HG4606-HT5011_at,4516.0,4561.0,711.0,1626.0,3788.0,2027.0,1236.0
HG4638-HT5050_at,20.0,20.0,20.0,307.0,20.0,20.0,20.0
HG4660-HT5073_at,12815.0,8317.0,2592.0,4520.0,4886.0,1401.0,244.0
HG4662-HT5075_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
HG4668-HT5083_s_at,3523.0,639.0,86.0,1240.0,657.0,20.0,20.0
HG4677-HT5102_s_at,1320.0,20.0,273.0,20.0,158.0,341.0,800.0
HG4679-HT5104_at,20.0,368.0,75.0,20.0,473.0,131.0,20.0
HG4683-HT5108_s_at,20.0,294.0,681.0,495.0,397.0,471.0,881.0
HG4704-HT5146_at,20.0,20.0,549.0,20.0,139.0,20.0,20.0
HG4716-HT5158_at,1207.0,27.0,2656.0,1138.0,1614.0,446.0,20.0
HG4724-HT5166_at,1766.0,6225.0,250.0,20.0,1490.0,1640.0,742.0
HG4740-HT5187_at,20.0,34.0,127.0,20.0,20.0,20.0,20.0
HG4747-HT5195_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
HG4749-HT5197_at,2833.0,20.0,476.0,20.0,962.0,357.0,1101.0
HG4755-HT5203_s_at,20.0,20.0,20.0,241.0,20.0,20.0,305.0
HG4757-HT5207_s_at,509.0,555.0,469.0,654.0,108.0,1338.0,331.0
HG491-HT491_at,20.0,20.0,92.0,2288.0,148.0,218.0,20.0
HG511-HT511_at,2317.0,1440.0,453.0,653.0,322.0,520.0,20.0
HG537-HT537_at,639.0,20.0,451.0,20.0,3307.0,176.0,1235.0
HG544-HT544_at,20.0,20.0,825.0,20.0,20.0,20.0,20.0
HG613-HT613_at,44366.0,15152.0,35760.0,26948.0,25028.0,22123.0,24145.0
HG620-HT620_at,345.0,1237.0,622.0,355.0,1832.0,734.0,784.0
HG627-HT5097_s_at,4094.0,3940.0,1885.0,2010.0,539.0,2363.0,6191.0
HG627-HT5098_s_at,1583.0,2324.0,896.0,1077.0,881.0,1476.0,2420.0
HG64-HT64_at,748.0,83.0,154.0,6.0,931.0,240.0,20.0
HG644-HT644_at,283.0,20.0,20.0,20.0,96.0,4.0,323.0
HG651-HT4201_at,6476.0,7622.0,5823.0,6639.0,4146.0,9129.0,5374.0
HG651-HT5209_s_at,20.0,723.0,559.0,733.0,439.0,20.0,20.0
HG658-HT658_f_at,20433.0,17606.0,21291.0,35980.0,24782.0,36764.0,11909.0
HG662-HT662_at,9455.0,10404.0,17535.0,12452.0,15629.0,11179.0,12394.0
HG668-HT4793_at,20.0,20.0,88.0,20.0,20.0,20.0,20.0
HG67-HT67_f_at,1128.0,20.0,20.0,20.0,20.0,20.0,20.0
HG688-HT688_f_at,5293.0,9782.0,5212.0,5149.0,4118.0,8983.0,3232.0
HG721-HT4827_s_at,908.0,1025.0,402.0,1192.0,161.0,459.0,487.0
HG721-HT4828_s_at,2362.0,439.0,426.0,335.0,20.0,28.0,529.0
HG732-HT732_at,1217.0,831.0,407.0,20.0,349.0,116.0,20.0
HG742-HT742_at,2652.0,20.0,20.0,20.0,20.0,334.0,20.0
HG759-HT759_s_at,20.0,20.0,20.0,20.0,82.0,113.0,20.0
HG821-HT821_at,35951.0,28419.0,49959.0,34072.0,38894.0,31751.0,31076.0
HG825-HT825_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
HG830-HT830_at,6930.0,1699.0,1426.0,2360.0,2883.0,1857.0,2062.0
HG831-HT831_at,1580.0,447.0,369.0,678.0,452.0,228.0,635.0
HG846-HT846_at,2297.0,1483.0,433.0,1209.0,1122.0,658.0,986.0
HG855-HT855_s_at,20.0,385.0,48.0,20.0,20.0,22.0,328.0
HG862-HT862_s_at,524.0,20.0,136.0,20.0,20.0,20.0,20.0
HG870-HT870_at,20.0,12.0,1148.0,660.0,636.0,217.0,476.0
HG880-HT880_at,9162.0,7515.0,1001.0,871.0,3473.0,20.0,368.0
HG880-HT880_s_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
HG881-HT881_at,3132.0,1654.0,1037.0,1481.0,1712.0,1461.0,853.0
HG884-HT884_s_at,20.0,855.0,602.0,922.0,653.0,635.0,674.0
HG896-HT896_at,20.0,20.0,20.0,20.0,20.0,20.0,82.0
HG907-HT907_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
HG908-HT908_at,4235.0,3976.0,1801.0,1096.0,2720.0,1028.0,1001.0
HG909-HT909_at,20.0,20.0,435.0,839.0,20.0,20.0,20.0
HG919-HT919_at,1565.0,20.0,20.0,771.0,646.0,334.0,50.0
HG921-HT3995_at,1220.0,20.0,20.0,128.0,543.0,237.0,20.0
HG944-HT944_s_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
HG945-HT945_s_at,257.0,675.0,232.0,409.0,189.0,128.0,382.0
HG960-HT960_at,9715.0,3525.0,1473.0,2022.0,2776.0,1299.0,4024.0
HG961-HT961_at,20.0,20.0,298.0,561.0,20.0,105.0,20.0
HG982-HT982_s_at,20.0,584.0,477.0,903.0,941.0,933.0,1260.0
HG987-HT987_at,20297.0,16617.0,61722.0,22893.0,25521.0,31190.0,23924.0
HG998-HT998_s_at,1208.0,20.0,511.0,1086.0,20.0,74.0,127.0
J00073_at,4778.0,3627.0,2665.0,3161.0,1126.0,1579.0,1423.0
J00105_s_at,57833.0,50324.0,27323.0,45081.0,29671.0,33143.0,12004.0
J00116_s_at,476.0,20.0,20.0,20.0,20.0,20.0,20.0
J00117_f_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
J00123_at,5728.0,4742.0,4216.0,1968.0,1556.0,2389.0,327.0
J00124_at,2767.0,1375.0,963.0,882.0,535.0,1267.0,1541.0
J00129_at,3345.0,965.0,308.0,622.0,1214.0,825.0,770.0
J00139_s_at,1409.0,846.0,20.0,20.0,20.0,353.0,20.0
J00146_at,28.0,764.0,152.0,450.0,434.0,520.0,656.0
J00148_cds2_f_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
J00207_rna2_at,20.0,20.0,102.0,113.0,20.0,181.0,314.0
J00209_f_at,363.0,20.0,20.0,53.0,283.0,79.0,20.0
J00210_rna1_at,2061.0,20.0,117.0,20.0,20.0,20.0,1.0
J00212_f_at,20.0,1459.0,165.0,410.0,915.0,829.0,450.0
J00219_s_at,20.0,20.0,20.0,183.0,20.0,164.0,20.0
J00220_cds4_at,20.0,20.0,20.0,516.0,916.0,20.0,20.0
J00220_cds5_at,20.0,24.0,191.0,697.0,20.0,64.0,20.0
J00268_s_at,20.0,20.0,20.0,159.0,20.0,20.0,208.0
J00277_at,20.0,1637.0,3896.0,2621.0,5634.0,4737.0,5576.0
J00287_at,20.0,20.0,525.0,20.0,20.0,20.0,20.0
J00301_at,593.0,20.0,20.0,20.0,121.0,20.0,20.0
J00306_at,11059.0,6552.0,8717.0,4682.0,7876.0,3383.0,2059.0
J00314_at,792.0,20.0,52.0,20.0,20.0,20.0,20.0
J02611_at,148728.0,73883.0,114403.0,67850.0,140923.0,79717.0,78222.0
J02621_s_at,876.0,3022.0,876.0,3172.0,616.0,1569.0,209.0
J02645_at,3026.0,1266.0,1873.0,1852.0,3740.0,1657.0,2891.0
J02683_s_at,5480.0,5601.0,4637.0,5075.0,3112.0,5414.0,1597.0
J02758_s_at,1971.0,741.0,68.0,202.0,910.0,149.0,20.0
J02783_at,20.0,777.0,1880.0,2135.0,5816.0,2387.0,2515.0
J02843_at,1928.0,161.0,544.0,127.0,20.0,20.0,20.0
J02854_at,20.0,20.0,1343.0,2082.0,243.0,861.0,1127.0
J02871_s_at,20.0,520.0,20.0,20.0,20.0,20.0,20.0
J02874_at,1799.0,20.0,76.0,323.0,20.0,20.0,20.0
J02876_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
J02883_at,2.0,346.0,424.0,1636.0,467.0,655.0,670.0
J02888_at,2911.0,3789.0,2536.0,2163.0,1543.0,860.0,1930.0
J02902_at,18298.0,13176.0,9071.0,5705.0,10002.0,6721.0,4649.0
J02906_at,4004.0,3206.0,2221.0,3031.0,5617.0,2905.0,3935.0
J02923_at,769.0,1231.0,521.0,1817.0,20.0,206.0,20.0
J02943_at,4045.0,876.0,572.0,902.0,1110.0,958.0,852.0
J02947_s_at,20.0,3255.0,2301.0,3542.0,3172.0,4212.0,3088.0
J02960_cds1_s_at,382.0,1242.0,318.0,388.0,920.0,188.0,777.0
J02963_at,2406.0,63.0,111.0,29.0,1065.0,603.0,459.0
J02973_rna1_at,20.0,20.0,20.0,20.0,355.0,20.0,20.0
J02982_f_at,1304.0,586.0,362.0,774.0,479.0,634.0,972.0
J02986_cds1_at,20.0,251.0,192.0,936.0,636.0,579.0,0.0
J03027_at,1594.0,533.0,65.0,248.0,93.0,101.0,15.0
J03040_at,51842.0,55362.0,53466.0,47389.0,40648.0,42306.0,22831.0
J03060_at,763.0,20.0,268.0,553.0,167.0,200.0,572.0
J03068_at,20.0,1341.0,977.0,903.0,343.0,695.0,1106.0
J03069_rna1_at,26731.0,14678.0,4635.0,6592.0,6074.0,6192.0,8823.0
J03071_cds3_f_at,20.0,1474.0,334.0,20.0,707.0,487.0,22.0
J03077_s_at,77481.0,73104.0,52581.0,59740.0,35600.0,50812.0,83417.0
J03133_at,2503.0,1144.0,501.0,20.0,494.0,829.0,817.0
J03161_at,3666.0,2751.0,3119.0,1948.0,3950.0,3037.0,2594.0
J03171_at,5196.0,30.0,20.0,20.0,216.0,141.0,29.0
J03191_at,23258.0,13079.0,18613.0,18996.0,17857.0,14642.0,16198.0
J03241_s_at,432.0,673.0,501.0,1738.0,1646.0,2374.0,2608.0
J03242_s_at,3188.0,1774.0,1712.0,6453.0,2805.0,2939.0,2833.0
J03258_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
J03260_s_at,3733.0,2691.0,1929.0,1691.0,1128.0,1772.0,4868.0
J03263_s_at,378.0,5548.0,1031.0,2162.0,1684.0,1600.0,267.0
J03278_at,3044.0,2153.0,1469.0,1652.0,1958.0,1974.0,1416.0
J03459_at,4970.0,4747.0,8202.0,9275.0,4341.0,5155.0,4526.0
J03473_at,3202.0,3858.0,7806.0,4911.0,5248.0,4421.0,5402.0
J03474_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
J03507_at,20.0,272.0,404.0,264.0,379.0,20.0,452.0
J03589_at,20.0,330.0,2218.0,1061.0,1005.0,1144.0,2189.0
J03592_at,22983.0,15484.0,21599.0,17900.0,17118.0,19817.0,18358.0
J03600_at,3480.0,1572.0,2073.0,2074.0,3945.0,2348.0,2824.0
J03626_rna1_s_at,95.0,20.0,50.0,183.0,20.0,178.0,37.0
J03634_at,20.0,447.0,66.0,20.0,501.0,20.0,424.0
J03756_at,7454.0,3062.0,2411.0,2770.0,3971.0,2665.0,3879.0
J03764_at,1914.0,2159.0,1171.0,613.0,1342.0,986.0,959.0
J03778_s_at,20.0,723.0,211.0,167.0,1000.0,289.0,20.0
J03779_at,7460.0,9452.0,3993.0,6366.0,6312.0,5413.0,5231.0
J03798_at,2247.0,330.0,500.0,334.0,1467.0,346.0,137.0
J03801_f_at,1850.0,5674.0,2487.0,10142.0,1860.0,2284.0,968.0
J03805_s_at,7794.0,15155.0,11482.0,9807.0,9336.0,15655.0,13227.0
J03810_at,2482.0,363.0,92.0,57.0,20.0,189.0,192.0
J03824_at,20.0,1517.0,1309.0,514.0,613.0,152.0,926.0
J03827_at,11524.0,9444.0,21939.0,14902.0,21060.0,10318.0,5942.0
J03890_rna1_at,20.0,20.0,2060.0,20.0,294.0,272.0,1246.0
J03909_at,3574.0,1936.0,9134.0,23710.0,4522.0,3691.0,1102.0
J03910_rna1_at,20.0,20.0,502.0,20.0,621.0,630.0,487.0
J03915_s_at,9064.0,5701.0,1294.0,1510.0,3898.0,3078.0,2121.0
J03925_at,2314.0,283.0,682.0,1149.0,516.0,262.0,155.0
J03930_at,6098.0,3337.0,1521.0,2269.0,2319.0,1455.0,1806.0
J03934_s_at,20.0,1004.0,265.0,833.0,616.0,1084.0,1516.0
J04027_at,20.0,309.0,237.0,256.0,738.0,190.0,20.0
J04029_s_at,20.0,827.0,698.0,1818.0,20.0,909.0,1216.0
J04031_at,20.0,533.0,2167.0,1377.0,20.0,538.0,752.0
J04040_at,4274.0,900.0,341.0,20.0,20.0,20.0,195.0
J04046_s_at,16881.0,8535.0,5581.0,4764.0,5445.0,6088.0,4847.0
J04056_at,320.0,1825.0,8995.0,175.0,2984.0,4646.0,4146.0
J04058_at,3602.0,805.0,1407.0,471.0,616.0,607.0,640.0
J04076_at,867.0,81.0,20.0,20.0,20.0,20.0,20.0
J04080_at,5387.0,3863.0,10715.0,13132.0,5778.0,12261.0,3326.0
J04088_at,890.0,1125.0,936.0,399.0,855.0,288.0,716.0
J04093_s_at,20.0,20.0,20.0,1.0,20.0,29.0,20.0
J04101_at,20.0,630.0,20.0,20.0,20.0,20.0,1965.0
J04102_at,20.0,20.0,20.0,20.0,1277.0,176.0,20.0
J04111_at,1670.0,789.0,504.0,1001.0,531.0,460.0,529.0
J04130_s_at,3008.0,626.0,249.0,2561.0,514.0,900.0,1423.0
J04132_at,20.0,20.0,349.0,20.0,657.0,164.0,697.0
J04152_rna1_s_at,1740.0,20.0,20.0,80.0,20.0,20.0,146.0
J04156_at,20.0,20.0,70.0,20.0,20.0,116.0,117.0
J04162_at,3720.0,2415.0,3041.0,1339.0,2304.0,1326.0,1304.0
J04164_at,39015.0,6961.0,77567.0,45277.0,69843.0,62979.0,68534.0
J04168_at,1176.0,244.0,243.0,20.0,154.0,187.0,20.0
J04173_at,19311.0,17715.0,24038.0,14035.0,15307.0,16561.0,15714.0
J04177_at,1278.0,1275.0,1367.0,816.0,743.0,659.0,634.0
J04182_at,8088.0,13459.0,9886.0,14886.0,7869.0,17130.0,16172.0
J04430_s_at,1557.0,20.0,651.0,6996.0,650.0,531.0,2045.0
J04444_at,20.0,20.0,2709.0,20.0,20.0,20.0,20.0
J04449_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
J04456_at,14526.0,20307.0,41383.0,33511.0,27147.0,17570.0,29191.0
J04469_at,4126.0,3069.0,1877.0,620.0,1231.0,346.0,1030.0
J04501_at,20.0,309.0,1165.0,1147.0,1020.0,2561.0,2808.0
J04513_at,60.0,414.0,490.0,328.0,404.0,701.0,425.0
J04543_at,701.0,1438.0,2676.0,2100.0,2531.0,2024.0,821.0
J04599_at,5978.0,9314.0,1940.0,3797.0,9967.0,3232.0,1780.0
J04605_at,2327.0,1962.0,3330.0,2377.0,2765.0,2642.0,1989.0
J04611_at,20.0,20.0,5453.0,3621.0,1359.0,2198.0,1948.0
J04615_at,46941.0,27960.0,49626.0,30483.0,49964.0,30994.0,33286.0
J04617_s_at,73705.0,83687.0,36235.0,50738.0,35123.0,47738.0,39028.0
J04621_at,2578.0,20.0,697.0,20.0,229.0,58.0,265.0
J04739_at,3101.0,472.0,309.0,1468.0,20.0,261.0,20.0
J04742_at,20.0,20.0,20.0,20.0,20.0,20.0,287.0
J04760_at,20.0,20.0,20.0,847.0,20.0,20.0,20.0
J04794_at,2330.0,6755.0,6151.0,9521.0,4930.0,4105.0,11035.0
J04809_rna1_at,7967.0,2916.0,3541.0,2426.0,3392.0,2102.0,3780.0
J04810_s_at,1526.0,35.0,20.0,193.0,289.0,20.0,20.0
J04823_rna1_at,22766.0,14447.0,41436.0,15825.0,22047.0,25244.0,41303.0
J04948_at,20.0,670.0,1255.0,1108.0,2606.0,2391.0,2695.0
J04970_at,1118.0,273.0,630.0,2711.0,417.0,415.0,990.0
J04973_at,20.0,752.0,2154.0,1574.0,1084.0,1560.0,20.0
J04982_at,20.0,428.0,2472.0,870.0,1499.0,945.0,458.0
J04988_at,31789.0,17706.0,32164.0,22954.0,35140.0,24583.0,23730.0
J04990_at,4925.0,3218.0,1617.0,1865.0,2755.0,1509.0,2193.0
J05008_at,20.0,20.0,1298.0,20.0,2198.0,249.0,160.0
J05016_rna1_s_at,62.0,235.0,76.0,460.0,206.0,411.0,409.0
J05032_at,1031.0,1355.0,2028.0,575.0,1496.0,1005.0,1052.0
J05036_s_at,1544.0,20.0,144.0,188.0,322.0,77.0,20.0
J05037_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
J05068_at,20.0,191.0,20.0,20.0,113.0,20.0,20.0
J05070_at,20.0,20.0,20.0,29.0,699.0,201.0,256.0
J05073_at,3036.0,29.0,2333.0,1317.0,433.0,1721.0,748.0
J05096_rna1_at,20.0,3809.0,3776.0,3118.0,2521.0,2623.0,2759.0
J05125_at,193.0,20.0,20.0,139.0,81.0,20.0,20.0
J05158_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
J05200_rna1_s_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
J05213_at,20.0,486.0,20.0,20.0,20.0,45.0,20.0
J05243_at,10690.0,9620.0,14528.0,17536.0,10465.0,14005.0,15602.0
J05249_at,10994.0,9416.0,10204.0,7026.0,6251.0,7620.0,6835.0
J05252_s_at,1202.0,1356.0,164.0,223.0,665.0,398.0,341.0
J05253_s_at,1364.0,2213.0,343.0,754.0,277.0,576.0,1703.0
J05257_at,20.0,317.0,1097.0,1072.0,1230.0,577.0,729.0
J05272_at,2707.0,3486.0,4268.0,2309.0,4190.0,2510.0,3427.0
J05401_at,682.0,20.0,576.0,971.0,1000.0,435.0,75.0
J05412_at,20.0,2779.0,996.0,896.0,1195.0,1820.0,1698.0
J05428_at,2331.0,12.0,75.0,300.0,473.0,197.0,20.0
J05448_at,20.0,20.0,684.0,20.0,20.0,1000.0,59.0
J05459_at,20.0,20.0,727.0,20.0,136.0,141.0,20.0
J05500_at,20.0,1285.0,1384.0,20.0,1349.0,1218.0,2378.0
J05556_at,4280.0,227.0,182.0,148.0,123.0,328.0,20.0
J05582_s_at,1329.0,1850.0,371.0,1287.0,557.0,824.0,895.0
J05614_at,383.0,1464.0,264.0,20.0,20.0,20.0,20.0
J05633_at,832.0,20.0,1037.0,2073.0,591.0,1188.0,20.0
J05682_at,1007.0,482.0,1731.0,1267.0,600.0,693.0,737.0
