ID_REF,GSM6827,GSM6828,GSM6832,GSM6833,GSM6834,GSM6835,GSM6836
U07919_at,838.0,336.0,105.0,963.0,388.0,20.0,976.0
U07969_s_at,6292.0,1267.0,348.0,182.0,147.0,190.0,106.0
U08006_s_at,1295.0,276.0,52.0,134.0,563.0,20.0,55.0
U08015_at,20.0,307.0,152.0,20.0,203.0,204.0,860.0
U08021_at,4829.0,20.0,445.0,677.0,455.0,1346.0,20.0
U08023_at,106.0,755.0,781.0,883.0,174.0,851.0,268.0
U08049_at,909.0,379.0,20.0,90.0,1020.0,105.0,1079.0
U08096_at,20.0,1435.0,44.0,93.0,252.0,20.0,514.0
U08191_s_at,20.0,20.0,20.0,20.0,153.0,20.0,20.0
U08198_rna1_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
U08316_at,4373.0,20.0,126.0,257.0,621.0,542.0,842.0
U08336_at,20.0,2314.0,1099.0,434.0,330.0,19.0,491.0
U08377_at,20.0,20.0,832.0,629.0,921.0,804.0,357.0
U08438_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
U08471_at,20.0,20.0,20.0,20.0,10.0,20.0,20.0
U08815_at,20.0,314.0,515.0,975.0,34.0,728.0,1627.0
U08854_s_at,146.0,315.0,277.0,343.0,494.0,61.0,424.0
U08989_at,1082.0,889.0,121.0,251.0,524.0,327.0,516.0
U08998_at,20.0,20.0,130.0,20.0,20.0,20.0,20.0
U09002_at,1719.0,989.0,261.0,20.0,1042.0,325.0,1508.0
U09087_s_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
U09117_at,10582.0,8747.0,9588.0,7890.0,6585.0,15896.0,15420.0
U09178_s_at,2217.0,372.0,374.0,586.0,20.0,768.0,77.0
U09196_at,6055.0,4068.0,4053.0,3304.0,4599.0,5659.0,5181.0
U09210_at,20.0,527.0,2102.0,2479.0,520.0,1062.0,1595.0
U09278_at,1654.0,20.0,20.0,20.0,64.0,20.0,20.0
U09279_at,20.0,174.0,20.0,20.0,20.0,119.0,80.0
U09284_at,20.0,20.0,388.0,20.0,20.0,20.0,15.0
U09303_at,5325.0,1563.0,393.0,934.0,782.0,708.0,777.0
U09366_at,6.0,133.0,347.0,82.0,773.0,665.0,429.0
U09367_at,517.0,270.0,242.0,379.0,28.0,158.0,168.0
U09368_at,996.0,20.0,20.0,20.0,20.0,20.0,112.0
U09410_at,1660.0,1432.0,296.0,502.0,752.0,395.0,988.0
U09411_at,384.0,776.0,113.0,214.0,521.0,232.0,784.0
U09412_at,1240.0,1007.0,300.0,720.0,542.0,410.0,501.0
U09413_at,20.0,2.0,20.0,20.0,89.0,21.0,95.0
U09414_at,3360.0,1440.0,312.0,193.0,371.0,334.0,951.0
U09477_at,759.0,2646.0,730.0,679.0,864.0,784.0,591.0
U09510_s_at,3686.0,2188.0,1731.0,1518.0,1453.0,1658.0,471.0
U09550_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
U09564_at,20.0,519.0,768.0,644.0,811.0,422.0,334.0
U09578_at,20.0,20.0,74.0,1094.0,20.0,20.0,20.0
U09579_at,20.0,20.0,5997.0,1371.0,4127.0,3881.0,1064.0
U09584_at,336.0,1044.0,1105.0,1039.0,558.0,573.0,1308.0
U09587_at,49.0,2318.0,3067.0,2551.0,3325.0,2757.0,1996.0
U09607_at,5535.0,20.0,2912.0,1302.0,1842.0,1041.0,2918.0
U09609_at,20.0,6.0,20.0,208.0,40.0,144.0,319.0
U09646_at,468.0,20.0,178.0,20.0,133.0,153.0,313.0
U09716_s_at,2975.0,713.0,322.0,475.0,193.0,433.0,196.0
U09759_at,1712.0,1373.0,685.0,886.0,227.0,894.0,1513.0
U09770_at,20.0,816.0,20.0,661.0,20.0,32.0,828.0
U09813_at,2675.0,6728.0,4449.0,5850.0,2605.0,4525.0,3477.0
U09820_s_at,2045.0,3109.0,698.0,1363.0,1153.0,1273.0,901.0
U09825_at,2209.0,2221.0,1772.0,3205.0,2215.0,2611.0,3627.0
U09848_at,2772.0,1707.0,700.0,1296.0,827.0,1571.0,2208.0
U09850_at,3373.0,2437.0,20.0,491.0,585.0,20.0,1580.0
U09851_s_at,20.0,203.0,335.0,20.0,1217.0,638.0,519.0
U09860_at,120.0,59.0,31.0,20.0,43.0,101.0,40.0
U09877_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
U09937_rna1_s_at,5604.0,4246.0,784.0,4555.0,1405.0,2533.0,20.0
U09953_at,24072.0,19715.0,14819.0,23278.0,17173.0,23206.0,28132.0
U10099_s_at,20.0,20.0,174.0,616.0,357.0,929.0,1174.0
U10117_at,2422.0,1001.0,20.0,927.0,214.0,347.0,536.0
U10323_at,2964.0,7383.0,6745.0,2688.0,7526.0,4968.0,3180.0
U10324_at,20.0,20.0,311.0,20.0,20.0,20.0,20.0
U10362_at,20.0,20.0,20.0,1388.0,20.0,20.0,20.0
U10439_at,1125.0,5857.0,3485.0,5583.0,4021.0,4577.0,1346.0
U10473_s_at,697.0,25.0,20.0,513.0,262.0,20.0,20.0
U10485_at,20.0,181.0,169.0,20.0,137.0,212.0,20.0
U10492_at,7657.0,1346.0,378.0,698.0,733.0,571.0,750.0
U10550_at,20.0,468.0,695.0,587.0,135.0,413.0,267.0
U10685_at,2468.0,20.0,20.0,20.0,421.0,20.0,442.0
U10686_at,4699.0,2734.0,470.0,1059.0,470.0,1316.0,1955.0
U10687_s_at,20.0,864.0,364.0,173.0,393.0,305.0,276.0
U10689_f_at,20.0,20.0,184.0,343.0,117.0,172.0,20.0
U10690_f_at,20.0,915.0,160.0,263.0,335.0,226.0,1122.0
U10693_at,120.0,20.0,20.0,20.0,20.0,20.0,24.0
U10868_at,2444.0,233.0,1508.0,2637.0,800.0,1642.0,2693.0
U10886_at,126.0,20.0,24.0,182.0,20.0,92.0,247.0
U10991_at,3298.0,2014.0,20.0,825.0,1798.0,484.0,20.0
U11036_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
U11037_at,3348.0,1267.0,156.0,921.0,112.0,399.0,142.0
U11090_at,6484.0,3227.0,1386.0,1457.0,3231.0,2468.0,3167.0
U11287_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
U11292_at,2473.0,1061.0,202.0,718.0,859.0,454.0,332.0
U11313_at,312.0,612.0,16.0,565.0,232.0,341.0,236.0
U11690_at,1035.0,20.0,293.0,165.0,341.0,367.0,20.0
U11701_at,20.0,20.0,15.0,20.0,20.0,20.0,20.0
U11717_s_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
U11732_at,20.0,125.0,20.0,20.0,320.0,20.0,20.0
U11791_at,4617.0,1382.0,803.0,553.0,669.0,1014.0,1054.0
U11821_s_at,2047.0,545.0,162.0,20.0,20.0,45.0,20.0
U11861_at,15996.0,9569.0,7680.0,9315.0,4922.0,7168.0,11206.0
U11862_s_at,20.0,20.0,20.0,20.0,62.0,20.0,20.0
U11863_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
U11870_rna1_at,20.0,266.0,130.0,20.0,20.0,20.0,20.0
U11872_at,378.0,2351.0,1714.0,2627.0,779.0,1649.0,3284.0
U11875_s_at,3495.0,781.0,241.0,20.0,258.0,825.0,230.0
U11877_at,20.0,20.0,20.0,332.0,20.0,20.0,20.0
U11878_at,20.0,240.0,92.0,214.0,210.0,154.0,20.0
U12139_at,4720.0,4870.0,2741.0,1540.0,2186.0,1776.0,3803.0
U12140_at,20.0,494.0,137.0,205.0,429.0,185.0,803.0
U12255_at,13790.0,8870.0,6039.0,14608.0,4820.0,7404.0,7250.0
U12259_cds2_s_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
U12387_s_at,2128.0,160.0,539.0,700.0,686.0,467.0,424.0
U12404_at,17099.0,15681.0,16947.0,21207.0,12127.0,20135.0,14165.0
U12424_s_at,20.0,20.0,20.0,20.0,20.0,21.0,309.0
U12465_at,19676.0,20322.0,24071.0,33786.0,18866.0,32416.0,39014.0
U12471_cds1_at,455.0,1000.0,969.0,332.0,460.0,333.0,617.0
U12535_at,20.0,321.0,448.0,228.0,214.0,345.0,130.0
U12595_at,130.0,20.0,1831.0,1624.0,801.0,1348.0,1240.0
U12622_at,2400.0,1601.0,681.0,636.0,1004.0,609.0,541.0
U12707_s_at,2159.0,4803.0,1806.0,4720.0,2522.0,3300.0,3955.0
U12767_at,20.0,487.0,53.0,80.0,402.0,87.0,41.0
U12775_at,690.0,538.0,190.0,119.0,637.0,115.0,899.0
U12778_at,973.0,115.0,211.0,20.0,31.0,0.0,86.0
U12779_at,5500.0,6171.0,3665.0,3818.0,4837.0,2777.0,6009.0
U12897_at,1085.0,320.0,438.0,176.0,245.0,236.0,20.0
U12978_at,20.0,20.0,445.0,20.0,355.0,332.0,308.0
U13021_s_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
U13022_at,20.0,1281.0,9.0,415.0,443.0,356.0,743.0
U13044_at,2567.0,602.0,222.0,20.0,67.0,100.0,275.0
U13045_at,2358.0,20.0,249.0,20.0,107.0,174.0,29.0
U13061_rna1_at,2633.0,20.0,20.0,79.0,20.0,134.0,224.0
U13219_at,2347.0,47.0,371.0,757.0,981.0,158.0,136.0
U13220_at,1955.0,2.0,13.0,132.0,283.0,20.0,202.0
U13369_at,20.0,20.0,20.0,1022.0,229.0,20.0,20.0
U13395_at,1880.0,1672.0,856.0,1059.0,880.0,1611.0,2360.0
U13616_at,956.0,987.0,419.0,381.0,650.0,1000.0,450.0
U13666_at,1494.0,1401.0,392.0,538.0,1034.0,722.0,1224.0
U13680_at,45.0,20.0,86.0,20.0,20.0,20.0,290.0
U13695_at,20.0,748.0,323.0,340.0,450.0,650.0,602.0
U13696_s_at,20.0,20.0,32.0,20.0,471.0,4.0,172.0
U13706_at,3573.0,1467.0,248.0,699.0,97.0,451.0,287.0
U13737_at,2146.0,1051.0,513.0,467.0,1179.0,330.0,13.0
U13896_at,1076.0,284.0,20.0,9.0,20.0,20.0,470.0
U13913_s_at,20.0,20.0,26.0,20.0,20.0,54.0,20.0
U13948_at,404.0,673.0,27.0,700.0,382.0,70.0,20.0
U13991_at,2068.0,2810.0,3413.0,6205.0,3004.0,6153.0,4909.0
U14187_at,10920.0,4281.0,1388.0,1744.0,3271.0,1428.0,1626.0
U14193_at,1097.0,1805.0,2031.0,1504.0,1559.0,1974.0,1637.0
U14383_at,827.0,871.0,599.0,635.0,779.0,877.0,813.0
U14391_at,85.0,2592.0,1656.0,2713.0,1374.0,2140.0,3027.0
U14394_at,13307.0,8081.0,6074.0,7690.0,8331.0,10091.0,5542.0
U14407_at,20.0,20.0,68.0,34.0,20.0,121.0,131.0
U14417_at,2865.0,5718.0,2630.0,3350.0,3250.0,3471.0,3129.0
U14518_at,620.0,349.0,20.0,77.0,349.0,20.0,20.0
U14528_at,341.0,20.0,19.0,81.0,509.0,179.0,420.0
U14550_at,4834.0,497.0,883.0,1956.0,20.0,301.0,712.0
U14575_at,2260.0,1180.0,1244.0,970.0,703.0,812.0,819.0
U14577_s_at,20.0,20.0,240.0,20.0,20.0,20.0,20.0
U14588_at,5212.0,911.0,1542.0,3065.0,1523.0,782.0,960.0
U14603_at,9898.0,15190.0,9920.0,21270.0,22619.0,16461.0,22964.0
U14747_at,1244.0,896.0,504.0,183.0,444.0,143.0,295.0
U14910_at,20.0,40.0,186.0,583.0,1093.0,38.0,20.0
U14968_at,57945.0,31783.0,44361.0,43765.0,33730.0,30623.0,31936.0
U14969_at,120638.0,44303.0,36570.0,61776.0,34836.0,54158.0,122837.0
U14970_at,59003.0,28597.0,22874.0,32828.0,23039.0,42903.0,52198.0
U14971_at,22829.0,14691.0,15487.0,34458.0,13026.0,23145.0,41192.0
U14972_at,37355.0,21278.0,20814.0,32313.0,22123.0,32005.0,39839.0
U14973_at,70260.0,34663.0,29267.0,51612.0,32613.0,55943.0,95941.0
U15008_at,27993.0,8283.0,13217.0,17424.0,7644.0,18567.0,27828.0
U15009_at,1151.0,1020.0,892.0,290.0,889.0,664.0,544.0
U15085_at,9643.0,8169.0,6183.0,12472.0,3004.0,6814.0,5577.0
U15128_at,20.0,385.0,67.0,346.0,285.0,197.0,197.0
U15131_at,578.0,1679.0,2346.0,2476.0,791.0,4897.0,3256.0
U15172_at,2780.0,2946.0,1411.0,1508.0,1179.0,1650.0,2517.0
U15173_at,1431.0,940.0,249.0,799.0,483.0,366.0,325.0
U15174_at,2140.0,1273.0,943.0,1298.0,1160.0,797.0,244.0
U15177_at,5150.0,5809.0,1980.0,1716.0,2522.0,2321.0,2423.0
U15197_at,20.0,20.0,20.0,80.0,20.0,20.0,20.0
U15306_at,20.0,20.0,20.0,126.0,692.0,20.0,198.0
U15422_cds2_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
U15460_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
U15552_at,803.0,870.0,599.0,497.0,872.0,1004.0,352.0
U15555_at,784.0,20.0,20.0,20.0,70.0,20.0,20.0
U15590_at,103.0,20.0,20.0,63.0,20.0,20.0,65.0
U15637_s_at,6299.0,2353.0,921.0,1119.0,1292.0,1187.0,2376.0
U15641_s_at,20.0,20.0,47.0,20.0,8.0,20.0,20.0
U15642_s_at,360.0,670.0,126.0,82.0,376.0,224.0,394.0
U15655_at,20.0,2663.0,2244.0,2243.0,1129.0,2530.0,2749.0
U15782_at,429.0,1436.0,1011.0,1201.0,912.0,991.0,685.0
U15932_at,20.0,192.0,106.0,837.0,480.0,271.0,20.0
U16031_at,496.0,124.0,17.0,473.0,20.0,20.0,20.0
U16120_s_at,645.0,20.0,66.0,20.0,20.0,20.0,20.0
U16126_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
U16127_at,1430.0,1496.0,1206.0,1275.0,2342.0,1280.0,1257.0
U16129_at,20.0,631.0,32.0,577.0,20.0,232.0,20.0
U16258_at,20.0,845.0,20.0,20.0,20.0,78.0,20.0
U16261_at,697.0,20.0,25.0,36.0,20.0,20.0,20.0
U16282_at,3586.0,2914.0,946.0,1446.0,1050.0,1800.0,1444.0
U16296_at,4895.0,1049.0,208.0,1489.0,972.0,680.0,1532.0
U16306_at,20.0,2388.0,431.0,1115.0,43.0,887.0,779.0
U16307_at,20.0,11.0,12.0,142.0,20.0,20.0,209.0
U16660_at,20.0,1908.0,2148.0,2068.0,2347.0,2562.0,2985.0
U16720_rna1_s_at,20.0,299.0,434.0,653.0,677.0,119.0,870.0
U16799_s_at,11068.0,10643.0,6316.0,4172.0,7835.0,6169.0,7685.0
U16811_s_at,20.0,20.0,101.0,20.0,279.0,88.0,95.0
U16812_s_at,5494.0,1858.0,520.0,854.0,559.0,843.0,1344.0
U16861_at,20.0,899.0,20.0,241.0,1507.0,20.0,379.0
U16954_at,1864.0,1680.0,4154.0,1467.0,1687.0,1864.0,1584.0
U16997_at,20.0,527.0,20.0,20.0,793.0,383.0,790.0
U17032_at,1469.0,20.0,3.0,127.0,336.0,19.0,134.0
U17033_at,1092.0,55.0,20.0,20.0,20.0,20.0,164.0
U17034_at,20.0,20.0,20.0,20.0,20.0,38.0,20.0
U17077_at,20.0,479.0,0.0,192.0,1682.0,20.0,20.0
U17163_at,3157.0,2122.0,611.0,608.0,342.0,611.0,304.0
U17195_at,20.0,1427.0,342.0,35.0,238.0,114.0,64.0
U17280_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
U17327_at,5001.0,1712.0,108.0,611.0,1327.0,305.0,551.0
U17418_at,2605.0,455.0,751.0,956.0,656.0,371.0,1136.0
U17566_at,20.0,20.0,20.0,31.0,20.0,20.0,20.0
U17579_rna1_at,1491.0,549.0,767.0,423.0,498.0,654.0,778.0
U17714_at,43.0,612.0,926.0,606.0,1083.0,1029.0,1339.0
U17743_s_at,20.0,269.0,71.0,20.0,195.0,32.0,194.0
U17760_rna1_at,2591.0,20.0,20.0,566.0,20.0,20.0,20.0
U17838_at,1077.0,2180.0,666.0,49.0,20.0,975.0,1706.0
U17886_at,3760.0,2155.0,2245.0,1688.0,1548.0,1490.0,759.0
U17894_at,8323.0,5536.0,1842.0,2809.0,3796.0,2950.0,4749.0
U17969_at,4658.0,20.0,562.0,2116.0,20.0,88.0,711.0
U17977_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
U17989_at,152.0,372.0,187.0,15.0,312.0,260.0,128.0
U18004_at,20.0,20.0,20.0,39.0,48.0,20.0,20.0
U18009_at,3053.0,3228.0,1401.0,5699.0,1235.0,2897.0,4220.0
U18018_at,458.0,867.0,409.0,1026.0,20.0,44.0,974.0
U18062_at,896.0,721.0,546.0,981.0,373.0,995.0,810.0
U18088_s_at,20.0,20.0,20.0,20.0,348.0,20.0,20.0
U18235_at,20.0,2981.0,20.0,20.0,20.0,77.0,181.0
U18237_at,1446.0,697.0,20.0,232.0,226.0,837.0,20.0
U18242_at,1376.0,319.0,1083.0,1561.0,1226.0,1620.0,2991.0
U18244_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
U18259_at,20.0,1005.0,20.0,62.0,20.0,20.0,20.0
U18271_cds1_at,1309.0,20.0,80.0,147.0,44.0,20.0,20.0
U18271_cds3_s_at,20.0,127.0,38.0,180.0,169.0,369.0,20.0
U18288_at,1057.0,658.0,101.0,215.0,166.0,175.0,652.0
U18291_at,1404.0,599.0,738.0,414.0,714.0,922.0,328.0
U18297_s_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
U18300_at,2736.0,1762.0,1448.0,1479.0,1495.0,1175.0,1327.0
U18321_at,403.0,259.0,395.0,20.0,55.0,52.0,115.0
U18383_s_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
U18422_at,20.0,20.0,181.0,20.0,20.0,20.0,94.0
U18467_at,1115.0,297.0,80.0,268.0,142.0,21.0,215.0
U18543_at,840.0,495.0,211.0,151.0,28.0,231.0,20.0
U18548_at,4626.0,3560.0,1616.0,2820.0,453.0,1354.0,3278.0
U18549_at,20.0,188.0,63.0,263.0,118.0,199.0,480.0
U18550_at,20.0,20.0,20.0,188.0,50.0,20.0,20.0
U18671_rna1_at,305.0,883.0,20.0,502.0,595.0,20.0,20.0
U18914_at,2292.0,229.0,20.0,66.0,140.0,6.0,69.0
U18919_at,20.0,20.0,11.0,367.0,20.0,20.0,20.0
U18932_at,20.0,1029.0,82.0,1172.0,1153.0,1843.0,1505.0
U18934_at,20.0,1609.0,1646.0,1802.0,1834.0,2982.0,4257.0
U18937_at,1812.0,1591.0,866.0,482.0,975.0,587.0,983.0
U18985_at,20.0,20.0,20.0,20.0,102.0,13.0,20.0
U18991_at,245.0,20.0,20.0,51.0,20.0,20.0,20.0
U19107_rna1_at,434.0,367.0,20.0,20.0,466.0,20.0,20.0
U19142_at,20.0,20.0,20.0,361.0,90.0,20.0,60.0
U19147_s_at,20.0,20.0,39.0,219.0,20.0,119.0,20.0
U19180_at,693.0,20.0,68.0,20.0,20.0,20.0,46.0
U19247_rna1_s_at,90.0,1455.0,1317.0,1652.0,774.0,2246.0,648.0
U19251_s_at,436.0,755.0,25.0,454.0,114.0,200.0,365.0
U19252_s_at,20.0,20.0,205.0,20.0,150.0,228.0,319.0
U19261_at,5363.0,2529.0,1298.0,1104.0,3318.0,1575.0,3460.0
U19345_at,3450.0,852.0,213.0,899.0,835.0,662.0,956.0
U19487_at,20.0,20.0,20.0,121.0,115.0,20.0,39.0
U19495_s_at,466.0,514.0,780.0,746.0,228.0,756.0,181.0
U19517_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
U19523_at,590.0,20.0,27.0,72.0,144.0,16.0,20.0
U19557_s_at,690.0,1103.0,295.0,448.0,498.0,339.0,710.0
U19713_s_at,7770.0,3554.0,2352.0,3954.0,1046.0,3303.0,702.0
U19718_at,20.0,20.0,329.0,329.0,20.0,20.0,20.0
U19765_at,20.0,562.0,382.0,312.0,168.0,399.0,173.0
U19796_at,3506.0,1428.0,747.0,870.0,2850.0,1779.0,2747.0
U19878_at,20.0,20.0,20.0,20.0,231.0,20.0,20.0
U19906_at,1138.0,192.0,150.0,184.0,20.0,57.0,361.0
U19948_at,4488.0,1804.0,1291.0,1015.0,1959.0,1515.0,3477.0
U19977_at,2973.0,2229.0,1148.0,1049.0,2071.0,1449.0,1989.0
U20158_at,1680.0,652.0,375.0,682.0,484.0,314.0,204.0
U20230_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
U20240_at,20.0,20.0,123.0,740.0,20.0,20.0,48.0
U20285_at,6779.0,7200.0,4218.0,4424.0,3349.0,5358.0,5678.0
U20325_at,2755.0,2992.0,2510.0,2401.0,3005.0,1669.0,1811.0
U20350_at,3739.0,6965.0,3292.0,744.0,2096.0,1096.0,1919.0
U20362_at,323.0,20.0,39.0,20.0,70.0,20.0,20.0
U20391_rna6_at,20.0,20.0,686.0,849.0,974.0,353.0,20.0
U20428_at,1571.0,340.0,212.0,20.0,768.0,357.0,686.0
U20499_at,1822.0,1897.0,311.0,1030.0,190.0,1557.0,2690.0
U20530_at,20.0,20.0,272.0,599.0,34.0,20.0,129.0
U20536_s_at,20.0,282.0,20.0,20.0,80.0,20.0,2.0
U20582_at,6953.0,1207.0,247.0,632.0,740.0,459.0,676.0
U20647_at,2318.0,1468.0,1094.0,448.0,2285.0,1167.0,375.0
U20648_at,20.0,91.0,43.0,20.0,27.0,20.0,20.0
U20657_at,3524.0,2284.0,906.0,2238.0,654.0,750.0,1104.0
U20734_s_at,20.0,1607.0,1683.0,6242.0,3938.0,3272.0,652.0
U20758_rna1_at,17200.0,12691.0,15416.0,6009.0,15731.0,5306.0,5327.0
U20759_s_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
U20760_at,4235.0,547.0,74.0,529.0,252.0,436.0,173.0
U20816_s_at,809.0,20.0,20.0,20.0,20.0,20.0,20.0
U20860_at,1121.0,20.0,20.0,20.0,20.0,20.0,20.0
U20908_at,10426.0,2808.0,1244.0,2057.0,4311.0,2853.0,4917.0
U20938_at,676.0,407.0,583.0,1130.0,305.0,739.0,134.0
U20979_at,169.0,1396.0,110.0,297.0,549.0,355.0,1680.0
U20980_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
U20998_at,819.0,4717.0,4868.0,4293.0,3100.0,5626.0,5888.0
U21049_at,20.0,119.0,20.0,20.0,318.0,20.0,20.0
U21051_rna1_at,20.0,14.0,236.0,440.0,1362.0,209.0,640.0
U21090_at,20.0,127.0,1238.0,1646.0,811.0,2048.0,1566.0
U21128_at,112.0,20.0,174.0,451.0,430.0,121.0,20.0
U21551_at,1113.0,129.0,199.0,750.0,20.0,475.0,792.0
U21556_at,20.0,580.0,335.0,241.0,1158.0,153.0,1147.0
U21689_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
U21858_at,1924.0,430.0,653.0,460.0,555.0,482.0,651.0
U21931_at,5436.0,3750.0,1730.0,7672.0,3541.0,1964.0,1357.0
U21936_at,2586.0,164.0,203.0,103.0,196.0,81.0,478.0
U21943_at,1122.0,434.0,20.0,199.0,469.0,168.0,20.0
U22028_at,20.0,1543.0,19.0,20.0,20.0,20.0,20.0
U22028_r_at,4694.0,702.0,694.0,576.0,1797.0,573.0,199.0
U22029_f_at,20.0,705.0,454.0,98.0,20.0,179.0,317.0
U22055_at,6244.0,5722.0,5586.0,7879.0,4658.0,7079.0,11499.0
U22178_s_at,20.0,441.0,196.0,45.0,308.0,174.0,493.0
U22233_at,2768.0,40.0,20.0,111.0,20.0,20.0,126.0
U22314_s_at,2140.0,20.0,20.0,20.0,313.0,20.0,29.0
U22322_s_at,1557.0,46.0,39.0,20.0,46.0,39.0,20.0
U22376_cds2_s_at,659.0,20.0,20.0,20.0,20.0,20.0,20.0
U22377_at,2576.0,191.0,122.0,90.0,281.0,98.0,255.0
U22398_at,462.0,923.0,1650.0,851.0,1287.0,1951.0,5613.0
U22431_s_at,4207.0,1188.0,1405.0,1688.0,315.0,1188.0,1040.0
U22526_at,20.0,564.0,30.0,350.0,296.0,20.0,20.0
U22662_at,20.0,20.0,20.0,62.0,43.0,20.0,20.0
U22680_at,67.0,20.0,41.0,20.0,20.0,20.0,194.0
U22815_at,959.0,21.0,221.0,252.0,20.0,20.0,215.0
U22816_at,20.0,20.0,67.0,64.0,47.0,57.0,20.0
U22897_at,1387.0,890.0,711.0,1598.0,972.0,1076.0,694.0
U22961_s_at,2846.0,20.0,147.0,159.0,227.0,203.0,20.0
U22963_at,2092.0,2311.0,1148.0,1028.0,1726.0,1382.0,970.0
U22970_rna1_s_at,20.0,20.0,20.0,919.0,358.0,20.0,4247.0
U23028_at,3350.0,2106.0,292.0,524.0,715.0,55.0,583.0
U23070_at,690.0,323.0,1235.0,535.0,1161.0,874.0,293.0
U23143_at,1385.0,1461.0,1007.0,1159.0,1062.0,804.0,1253.0
U23430_s_at,1310.0,20.0,286.0,20.0,1564.0,245.0,1662.0
U23435_s_at,20.0,989.0,194.0,493.0,56.0,331.0,448.0
U23736_s_at,20.0,20.0,20.0,20.0,20.0,19.0,20.0
U23752_at,20.0,20.0,20.0,31.0,20.0,20.0,20.0
U23803_at,4595.0,20.0,832.0,1504.0,75.0,255.0,2229.0
U23850_s_at,20.0,1006.0,83.0,313.0,427.0,568.0,286.0
U23852_s_at,3820.0,1043.0,725.0,1906.0,813.0,1175.0,1418.0
U23942_at,2469.0,718.0,906.0,679.0,677.0,1359.0,2337.0
U23946_at,5917.0,1361.0,282.0,160.0,20.0,364.0,722.0
U24056_s_at,20.0,2337.0,1143.0,369.0,1383.0,1042.0,1235.0
U24105_at,6913.0,7603.0,4231.0,8480.0,6554.0,10807.0,7546.0
U24152_at,3699.0,1883.0,1170.0,1066.0,663.0,1476.0,1673.0
U24153_at,20.0,20.0,64.0,20.0,20.0,20.0,100.0
U24166_at,3967.0,2573.0,1753.0,3047.0,438.0,3074.0,3712.0
U24169_at,20.0,20.0,767.0,195.0,20.0,20.0,20.0
U24183_s_at,1183.0,3211.0,3600.0,2670.0,825.0,1814.0,798.0
U24186_at,1035.0,289.0,20.0,118.0,20.0,355.0,470.0
U24266_at,1767.0,1309.0,3062.0,1977.0,416.0,4246.0,1627.0
U24389_s_at,20.0,497.0,20.0,440.0,20.0,1.0,178.0
U24488_s_at,20.0,20.0,20.0,450.0,20.0,20.0,20.0
U24576_at,777.0,184.0,924.0,1103.0,69.0,1518.0,124.0
U24577_at,20.0,20.0,12.0,1695.0,238.0,227.0,20.0
U24683_at,20.0,708.0,566.0,575.0,1610.0,496.0,1244.0
U24685_at,1050.0,238.0,344.0,20.0,1263.0,20.0,491.0
U24704_at,3841.0,2125.0,1760.0,2430.0,417.0,1638.0,852.0
U25029_at,1334.0,89.0,20.0,113.0,20.0,20.0,20.0
U25034_s_at,4379.0,2736.0,845.0,2086.0,2375.0,1693.0,1615.0
U25041_at,1827.0,20.0,104.0,3.0,20.0,20.0,145.0
U25128_at,2685.0,95.0,129.0,192.0,20.0,140.0,195.0
U25138_at,20.0,87.0,337.0,1222.0,20.0,20.0,20.0
U25165_at,1484.0,1037.0,1072.0,1472.0,785.0,1390.0,1237.0
U25182_at,20.0,975.0,798.0,1477.0,178.0,809.0,162.0
U25265_at,20.0,20.0,1229.0,20.0,20.0,20.0,882.0
U25433_at,20.0,375.0,20.0,113.0,99.0,84.0,219.0
U25435_at,758.0,668.0,346.0,1152.0,514.0,764.0,412.0
U25750_at,3573.0,1889.0,638.0,981.0,604.0,684.0,784.0
U25771_at,20.0,1395.0,328.0,192.0,272.0,430.0,155.0
U25789_at,21299.0,15302.0,12900.0,14456.0,12224.0,11586.0,7558.0
U25801_at,20.0,20.0,20.0,20.0,47.0,20.0,212.0
U25826_at,20.0,20.0,20.0,20.0,20.0,20.0,20.0
U25849_at,20.0,619.0,1681.0,1788.0,946.0,871.0,875.0
U25956_at,20.0,1081.0,3354.0,2221.0,185.0,1209.0,2051.0
