ID_REF,GSM6827,GSM6828,GSM6834,GSM6835,GSM6836
A28102_at,7.6865005271832185,10.94982671075911,11.563196272216738,10.370687406807217,11.03342300153745
AB000114_at,12.067770457447823,4.392317422778761,9.859534786382653,4.392317422778761,4.392317422778761
AB000115_at,12.78483929465315,10.78135971352466,10.172427508645482,9.89026427702111,10.148476582178278
AB000220_at,12.057314877782703,9.550746785383243,10.918863237274595,9.271463027904375,8.909893083770042
AB000381_s_at,10.461479447286155,9.499845887083206,8.280770770130603,5.459431618637297,5.643856189774724
AB000409_at,12.26795708440284,4.392317422778761,9.997179480937621,7.584962500721156,4.392317422778761
AB000410_s_at,4.392317422778761,4.392317422778761,4.392317422778761,4.392317422778761,4.392317422778761
AB000449_at,11.649705265471413,7.523561956057013,4.392317422778761,7.977279923499917,7.366322214245816
AB000450_at,4.392317422778761,9.451211111832329,10.053925881531105,9.266786540694902,10.732167425663384
AB000460_at,14.354180496847661,12.808159772868375,13.488342277532524,12.3009244909763,13.364545075106848
AB000462_at,4.392317422778761,4.392317422778761,4.392317422778761,7.539158811108031,4.392317422778761
AB000464_at,12.978352958165143,10.461479447286155,11.794415866350105,10.366322214245816,11.637530551525309
AB000466_at,4.392317422778761,4.392317422778761,4.392317422778761,4.392317422778761,4.392317422778761
AB000467_at,4.392317422778761,4.392317422778761,4.392317422778761,4.392317422778761,4.392317422778761
AB000468_at,13.244958393151133,11.100662339005199,11.611485943240922,11.261507309202056,10.814582465906277
AB000584_at,13.266786540694902,4.392317422778761,4.392317422778761,4.392317422778761,4.392317422778761
AB000816_s_at,4.392317422778761,4.392317422778761,4.392317422778761,4.392317422778761,4.392317422778761
AB000895_at,4.392317422778761,4.392317422778761,4.392317422778761,4.392317422778761,4.392317422778761
AB000896_at,11.353146825498083,7.700439718141093,9.552669097514272,8.86418614465428,4.392317422778761
AB000897_at,12.067434360756522,4.392317422778761,8.73809225962049,7.599912842187128,4.392317422778761
AB000905_at,12.950191349972702,9.368506461507693,9.57553924683453,8.087462841250339,7.813781191217037
AB001106_at,13.058330026205653,11.018200178813226,12.954196310386875,12.737036036540228,12.140190703191836
AB001325_at,14.154818109052105,12.077817120895904,12.015066533230291,11.356451970221755,11.29634268469289
AB002314_at,12.91755855851037,7.3750394313469245,9.152284842306582,9.231221180711186,4.392317422778761
AB002315_at,12.35507574666906,11.602234901341063,9.269126679149418,9.152284842306582,9.266786540694902
AB002318_at,10.476746203939467,10.871905237659186,12.956920604721088,11.375039431346925,12.801304186049023
AB002332_at,11.559855041513625,9.044394119358454,9.848622940429339,9.679480099505446,10.878050912728536
AB002356_s_at,12.953832682145281,12.221285017810473,10.804131021183318,11.695663296788021,10.840777923595054
AB002365_at,12.331476821859619,11.526988205432007,13.006326078524934,11.8649599151426,12.39901083295199
AB002366_at,4.392317422778761,9.366322214245816,10.578372691360805,9.113742166049189,6.820178962415188
AB002380_at,11.715961990255144,9.409390936137703,11.002111776479852,10.14210705730255,9.562242424221072
AB002382_at,12.449664538476192,11.800090987624994,12.738303411474638,11.704768239362599,11.381002109550925
AB002409_at,4.392317422778761,8.159871336778389,4.392317422778761,4.392317422778761,4.392317422778761
AB002533_at,16.240381417386963,14.68376223717448,15.438564464673794,14.813079710615142,15.815533401944483
AB002559_at,14.333574677458138,12.477505317369708,11.898223471215559,11.35149140932002,12.289154353723356
AB003102_at,11.583082767502933,11.279030136449649,12.04336911395769,11.33706433868474,11.249113452713729
AB003103_at,11.833285435584482,9.41574176829009,11.396604781181859,9.303780748177102,9.370687406807217
AB003177_at,13.478769619475763,11.249113452713729,12.00982861736811,11.214926187942435,11.394998514501673
AB003698_at,12.696750236522167,8.29920801838728,9.912889336229961,8.588714635582264,9.044394119358454
