ID_REF,GSM6826,GSM6829,GSM6830,GSM6831
A28102_at,11.388017285345136,11.975489756945754,9.681238411777805,11.0
AB000114_at,9.72451385311995,9.63662462054365,12.822570830950168,8.442943495848729
AB000115_at,13.324039871367214,11.534789211480266,11.559855041513625,10.198445041452363
AB000220_at,10.51175265376738,11.14338321398982,10.138271800172221,11.0
AB000381_s_at,8.129283016944967,9.060695931687555,8.96289600533726,9.428360172704291
AB000409_at,6.169925001442312,9.60733031374961,4.392317422778761,9.18239435340453
AB000410_s_at,4.392317422778761,4.392317422778761,4.392317422778761,4.392317422778761
AB000449_at,10.443979542601253,10.332036548361652,4.392317422778761,8.339850002884624
AB000450_at,10.00982861736811,3.169925001442312,10.960725994839057,8.751544059089099
AB000460_at,12.86418614465428,13.47851684767645,14.008516161589487,13.56759963439058
AB000462_at,9.581200581924957,11.643856189774725,4.392317422778761,4.392317422778761
AB000464_at,10.987974524296153,12.768597882194374,11.553629293916364,10.810571634741146
AB000466_at,4.392317422778761,4.392317422778761,4.392317422778761,4.392317422778761
AB000467_at,4.392317422778761,4.392317422778761,4.392317422778761,4.392317422778761
AB000468_at,10.122827994807666,9.159871336778389,11.675516044082778,12.751544059089099
AB000584_at,9.491853096329674,7.139551352398794,11.786269627648466,10.900112062977456
AB000816_s_at,4.392317422778761,8.247927513443585,7.954196310386875,4.392317422778761
AB000895_at,11.338179249900112,4.392317422778761,4.392317422778761,4.392317422778761
AB000896_at,4.392317422778761,4.392317422778761,11.227615943414223,9.804131021183318
AB000897_at,7.826548487290915,8.842350343413807,9.194756854422248,7.531381460516312
AB000905_at,9.233619676759702,11.060020354507852,11.205793249397157,10.124121311829187
AB001106_at,12.897845456005511,13.77313920671969,13.551107414066758,13.147681927770476
AB001325_at,12.344295907915816,12.877284133523196,12.901621158346112,12.443202577297011
AB002314_at,12.237807473723135,9.303780748177102,5.357552004618084,9.917372079476841
AB002315_at,11.233020426474496,10.683871868622603,11.80292019858527,10.721953612801386
AB002318_at,12.257682480708766,12.499845887083206,13.02167404285837,12.506307581100307
AB002332_at,10.159871336778389,10.657318449581288,11.58261245126702,10.86418614465428
AB002356_s_at,12.044735626056909,12.219168520462162,11.964701857420447,12.147522944350744
AB002365_at,12.103943429891558,11.124767535822473,13.546050390718486,12.730682407476797
AB002366_at,8.519636252843213,9.103287808412022,9.952741247186488,9.344295907915816
AB002380_at,9.560332834212442,9.368506461507693,9.44086916761087,10.164906926675688
