ID_REF,GSM6826,GSM6829,GSM6830,GSM6831
J00129_at,1076.0,505.0,20.0,908.0
J00139_s_at,591.0,357.0,20.0,272.0
J00146_at,481.0,16.0,79.0,575.0
J00148_cds2_f_at,20.0,20.0,20.0,20.0
J00207_rna2_at,13.0,1201.0,20.0,107.0
J00209_f_at,20.0,20.0,20.0,229.0
J00210_rna1_at,20.0,240.0,20.0,20.0
J00212_f_at,1134.0,1103.0,668.0,1373.0
J00219_s_at,31.0,20.0,20.0,41.0
J00220_cds4_at,20.0,64.0,1477.0,506.0
J00220_cds5_at,48.0,20.0,20.0,20.0
J00268_s_at,1174.0,2282.0,20.0,20.0
J00277_at,3750.0,1823.0,285.0,3248.0
J00287_at,20.0,20.0,20.0,20.0
J00301_at,20.0,229.0,198.0,650.0
J00306_at,5283.0,2739.0,3551.0,11006.0
J00314_at,161.0,20.0,20.0,20.0
J02611_at,105321.0,39295.0,196029.0,81259.0
J02621_s_at,1429.0,2204.0,1673.0,1728.0
J02645_at,1616.0,466.0,918.0,1642.0
J02683_s_at,1064.0,1567.0,3333.0,6465.0
J02758_s_at,20.0,20.0,20.0,20.0
J02783_at,3189.0,20.0,751.0,20.0
J02843_at,431.0,1000.0,946.0,427.0
J02854_at,544.0,2865.0,4900.0,215.0
J02871_s_at,158.0,972.0,20.0,20.0
J02874_at,20.0,368.0,20.0,20.0
J02876_at,20.0,20.0,767.0,20.0
J02883_at,538.0,1134.0,20.0,20.0
J02888_at,1673.0,2410.0,2493.0,4260.0
J02902_at,5105.0,3574.0,15410.0,19251.0
J02906_at,3995.0,8841.0,2566.0,2563.0
J02923_at,20.0,20.0,111.0,356.0
J02943_at,219.0,2068.0,1340.0,1718.0
J02947_s_at,654.0,1242.0,7254.0,3981.0
J02960_cds1_s_at,20.0,20.0,1408.0,212.0
J02963_at,195.0,621.0,1154.0,1150.0
J02973_rna1_at,20.0,20.0,20.0,20.0
J02982_f_at,1158.0,2707.0,1347.0,188.0
J02986_cds1_at,1239.0,1763.0,1523.0,2168.0
J03027_at,432.0,454.0,20.0,20.0
J03040_at,35733.0,9085.0,47779.0,42802.0
J03060_at,1287.0,2318.0,20.0,228.0
J03068_at,270.0,20.0,20.0,20.0
J03069_rna1_at,11449.0,3077.0,11257.0,9137.0
J03071_cds3_f_at,817.0,767.0,1546.0,572.0
J03077_s_at,37950.0,22658.0,46073.0,39526.0
J03133_at,616.0,1817.0,480.0,1508.0
J03161_at,4381.0,5835.0,3225.0,1061.0
J03171_at,20.0,467.0,1806.0,231.0
J03191_at,11319.0,8100.0,16524.0,10568.0
J03241_s_at,1659.0,5849.0,1971.0,1636.0
J03242_s_at,1663.0,2717.0,4726.0,3382.0
J03258_at,20.0,20.0,20.0,20.0
J03260_s_at,4739.0,5008.0,2584.0,4709.0
J03263_s_at,1663.0,732.0,2524.0,3116.0
J03278_at,2130.0,4278.0,4273.0,2532.0
J03459_at,2581.0,1364.0,4404.0,3948.0
J03473_at,5078.0,4506.0,4286.0,4424.0
J03474_at,20.0,20.0,20.0,20.0
J03507_at,20.0,20.0,388.0,20.0
J03589_at,1747.0,1076.0,20.0,20.0
J03592_at,14552.0,12877.0,23348.0,17303.0
J03600_at,2743.0,5216.0,20.0,973.0
J03626_rna1_s_at,335.0,653.0,20.0,20.0
J03634_at,20.0,962.0,20.0,20.0
J03756_at,3661.0,9200.0,7258.0,4958.0
J03764_at,1611.0,1236.0,555.0,815.0
J03778_s_at,20.0,20.0,552.0,1332.0
J03779_at,2537.0,4787.0,9549.0,3665.0
J03798_at,386.0,979.0,20.0,1228.0
J03801_f_at,12824.0,88541.0,5598.0,1835.0
J03805_s_at,10918.0,7751.0,15175.0,14009.0
J03810_at,69.0,902.0,1617.0,711.0
J03824_at,1793.0,607.0,1833.0,1250.0
J03827_at,5141.0,1818.0,10931.0,8197.0
J03890_rna1_at,20.0,20.0,20.0,580.0
J03909_at,902.0,20.0,839.0,20.0
J03910_rna1_at,552.0,20.0,20.0,20.0
J03915_s_at,20.0,2746.0,7118.0,8733.0
J03925_at,20.0,113.0,694.0,214.0
J03930_at,2942.0,4034.0,6986.0,4699.0
J03934_s_at,726.0,1060.0,569.0,85.0
J04027_at,681.0,20.0,58.0,633.0
J04029_s_at,1134.0,20.0,20.0,707.0
J04031_at,2718.0,3895.0,20.0,20.0
J04040_at,706.0,391.0,734.0,1189.0
J04046_s_at,8732.0,2082.0,9066.0,19621.0
J04056_at,2688.0,817.0,1722.0,1328.0
J04058_at,452.0,550.0,995.0,896.0
J04076_at,20.0,20.0,20.0,20.0
J04080_at,4279.0,4800.0,7658.0,1546.0
J04088_at,483.0,20.0,20.0,498.0
J04093_s_at,20.0,283.0,233.0,20.0
J04101_at,1355.0,20.0,20.0,20.0
J04102_at,20.0,20.0,20.0,20.0
J04111_at,257.0,224.0,1567.0,197.0
J04130_s_at,1001.0,4619.0,1088.0,1615.0
J04132_at,19.0,20.0,20.0,20.0
J04152_rna1_s_at,20.0,20.0,20.0,20.0
J04156_at,20.0,20.0,391.0,76.0
J04162_at,1330.0,1506.0,2653.0,1577.0
J04164_at,34915.0,28954.0,15654.0,4033.0
J04168_at,363.0,251.0,1235.0,232.0
J04173_at,15375.0,13689.0,21948.0,25759.0
J04177_at,1780.0,1767.0,1467.0,1067.0
J04182_at,13793.0,10224.0,18202.0,14647.0
J04430_s_at,694.0,956.0,262.0,1241.0
J04444_at,1714.0,20.0,20.0,20.0
J04449_at,20.0,20.0,20.0,20.0
J04456_at,29255.0,19430.0,38219.0,36453.0
J04469_at,2277.0,2422.0,4101.0,7614.0
J04501_at,20.0,20.0,20.0,20.0
J04513_at,136.0,444.0,141.0,648.0
J04543_at,694.0,48.0,110.0,2268.0
J04599_at,7609.0,9112.0,9557.0,6568.0
J04605_at,3011.0,2462.0,1672.0,1759.0
J04611_at,2308.0,20.0,2332.0,878.0
J04615_at,42757.0,25917.0,37209.0,48335.0
J04617_s_at,71462.0,45134.0,116277.0,81822.0
J04621_at,20.0,20.0,20.0,20.0
J04739_at,20.0,20.0,250.0,365.0
J04742_at,20.0,112.0,51.0,20.0
J04760_at,616.0,1536.0,20.0,20.0
J04794_at,6430.0,20.0,2046.0,4010.0
J04809_rna1_at,1474.0,110.0,5839.0,4323.0
J04810_s_at,199.0,20.0,492.0,113.0
J04823_rna1_at,14689.0,14641.0,15345.0,21949.0
J04948_at,3976.0,4350.0,2249.0,2382.0
J04970_at,392.0,20.0,161.0,20.0
J04973_at,1239.0,75.0,2055.0,1902.0
J04982_at,1578.0,20.0,1187.0,2580.0
J04988_at,29314.0,23783.0,39128.0,37960.0
J04990_at,2946.0,5670.0,5447.0,3554.0
J05008_at,59.0,897.0,20.0,421.0
J05016_rna1_s_at,358.0,334.0,983.0,269.0
J05032_at,497.0,445.0,247.0,497.0
J05036_s_at,89.0,632.0,26.0,340.0
J05037_at,20.0,20.0,20.0,20.0
J05068_at,20.0,20.0,20.0,20.0
J05070_at,20.0,20.0,20.0,825.0
J05073_at,20.0,20.0,20.0,20.0
J05096_rna1_at,4380.0,9599.0,3149.0,3867.0
J05125_at,20.0,20.0,20.0,20.0
J05158_at,20.0,459.0,20.0,20.0
J05200_rna1_s_at,20.0,20.0,20.0,20.0
J05213_at,20.0,20.0,20.0,215.0
J05243_at,7179.0,5372.0,9044.0,16618.0
J05249_at,4896.0,4871.0,10109.0,7845.0
J05252_s_at,575.0,150.0,1070.0,2901.0
J05253_s_at,194.0,20.0,1726.0,2852.0
J05257_at,20.0,20.0,20.0,20.0
J05272_at,2360.0,958.0,9149.0,5963.0
J05401_at,20.0,201.0,491.0,816.0
J05412_at,519.0,2065.0,2076.0,1207.0
J05428_at,220.0,894.0,354.0,20.0
J05448_at,20.0,20.0,20.0,59.0
J05459_at,20.0,20.0,120.0,20.0
J05500_at,2796.0,6231.0,2861.0,1456.0
J05556_at,150.0,447.0,1023.0,41.0
J05582_s_at,20.0,945.0,3180.0,908.0
J05614_at,20.0,232.0,20.0,383.0
J05633_at,2068.0,594.0,351.0,1268.0
J05682_at,676.0,453.0,575.0,963.0
K01160_s_at,440.0,382.0,257.0,113.0
K01383_at,1556.0,2376.0,928.0,517.0
K01396_at,2213.0,3235.0,2907.0,1199.0
K01884_at,206.0,999.0,815.0,20.0
K01900_at,456.0,1257.0,770.0,760.0
K01911_at,148.0,1317.0,20.0,20.0
K02054_at,842.0,2047.0,450.0,1152.0
K02100_at,112.0,565.0,20.0,299.0
K02215_at,7299.0,6814.0,5912.0,6211.0
K02268_at,1405.0,20.0,3555.0,939.0
K02402_at,20.0,20.0,88.0,20.0
K02405_f_at,4761.0,4457.0,5991.0,2607.0
K02545_cds2_at,225.0,200.0,20.0,20.0
K02574_at,2420.0,4483.0,3255.0,2194.0
K02765_at,8804.0,6643.0,8677.0,1137.0
K02766_at,547.0,482.0,20.0,89.0
K02777_s_at,417.0,524.0,20.0,93.0
K02882_cds1_s_at,1233.0,1025.0,20.0,20.0
K03008_cds1_at,20.0,20.0,164.0,26.0
K03008_cds2_at,1430.0,2158.0,553.0,484.0
K03021_at,940.0,2810.0,2615.0,1440.0
K03183_f_at,5390.0,20.0,643.0,20.0
K03189_f_at,55.0,20.0,1438.0,2717.0
K03192_f_at,709.0,1449.0,20.0,638.0
K03195_at,4302.0,5430.0,7355.0,4162.0
K03204_f_at,20.0,20.0,20.0,20.0
K03207_f_at,20.0,20.0,20.0,20.0
K03218_at,20.0,797.0,20.0,20.0
K03430_at,10534.0,7880.0,5699.0,1562.0
K03431_cds1_at,3832.0,7765.0,8628.0,4217.0
K03460_at,1110.0,3889.0,1245.0,2853.0
K03474_at,20.0,399.0,20.0,20.0
K03494_s_at,20.0,20.0,20.0,20.0
K03498_xpt1_s_at,1979.0,4599.0,1521.0,449.0
K03515_at,10044.0,6043.0,14123.0,16615.0
L00022_s_at,20.0,20.0,20.0,20.0
L00058_at,20.0,20.0,346.0,20.0
L00137_cds1_at,916.0,3178.0,20.0,431.0
L00190_s_at,496.0,375.0,20.0,20.0
L00205_at,781.0,2542.0,20.0,1562.0
L00352_at,1571.0,4257.0,2222.0,2403.0
L00354_at,86.0,237.0,20.0,1631.0
L00389_f_at,10005.0,30655.0,3048.0,20.0
L00634_s_at,788.0,20.0,1188.0,3043.0
L00635_at,1634.0,3839.0,5511.0,4253.0
L00972_at,1276.0,2483.0,2212.0,1814.0
L01042_at,179.0,20.0,380.0,20.0
L01087_at,20.0,20.0,20.0,20.0
L01406_at,1428.0,1666.0,20.0,20.0
L01664_at,20.0,20.0,20.0,587.0
L02320_at,20.0,766.0,1482.0,24.0
L02321_at,2548.0,3535.0,20.0,726.0
L02326_f_at,1069.0,1685.0,273.0,20.0
L02426_at,3625.0,5603.0,5975.0,9906.0
L02547_at,20.0,20.0,20.0,20.0
L02648_at,3311.0,5241.0,20.0,20.0
L02785_at,20.0,779.0,146.0,20.0
L02840_at,888.0,818.0,611.0,1781.0
L02867_at,20.0,20.0,3102.0,1405.0
L02932_at,515.0,20.0,20.0,20.0
L02950_at,160.0,3024.0,20.0,237.0
L03411_s_at,3570.0,3903.0,20.0,910.0
L03427_at,89.0,20.0,20.0,4.0
L03532_at,2289.0,1012.0,1391.0,1371.0
L03785_at,2027.0,2530.0,2030.0,2833.0
L03840_s_at,1002.0,2317.0,249.0,20.0
L04270_at,20.0,20.0,20.0,20.0
L04282_at,466.0,251.0,1344.0,1656.0
L04483_s_at,29298.0,26942.0,39626.0,48667.0
L04490_at,20.0,20.0,20.0,986.0
L04510_at,612.0,1050.0,20.0,128.0
L04569_at,20.0,20.0,20.0,20.0
L04656_at,140.0,981.0,2130.0,543.0
L04731_at,927.0,20.0,2663.0,20.0
L04733_at,2405.0,4200.0,3152.0,4544.0
L04751_at,643.0,3765.0,20.0,20.0
L04947_at,20.0,20.0,20.0,20.0
L04953_at,2004.0,2270.0,1617.0,2271.0
L05072_s_at,757.0,20.0,20.0,20.0
L05144_at,223.0,543.0,20.0,31.0
L05147_at,20.0,20.0,20.0,20.0
L05148_at,1355.0,3234.0,20.0,696.0
L05187_at,1889.0,5219.0,7371.0,4425.0
L05188_f_at,888.0,220.0,1109.0,809.0
L05424_cds2_at,635.0,20.0,20.0,177.0
L05425_at,1194.0,20.0,775.0,267.0
L05500_at,20.0,172.0,20.0,20.0
L05512_at,834.0,2050.0,2318.0,1447.0
L05514_f_at,115.0,174.0,20.0,20.0
L05515_at,364.0,20.0,1561.0,557.0
L05568_at,399.0,20.0,889.0,20.0
L05597_at,20.0,20.0,474.0,8.0
L05606_at,20.0,20.0,20.0,20.0
L05624_s_at,20.0,20.0,2311.0,20.0
L05628_s_at,20.0,20.0,20.0,20.0
L05779_at,2794.0,3287.0,151.0,990.0
L06132_at,5318.0,3208.0,8283.0,7383.0
L06133_at,312.0,349.0,925.0,108.0
L06139_at,20.0,20.0,20.0,20.0
L06147_at,20.0,20.0,20.0,20.0
L06175_at,579.0,1206.0,20.0,668.0
L06419_at,523.0,20.0,20.0,1055.0
L06499_at,182606.0,189812.0,222113.0,152531.0
L06505_at,27029.0,20024.0,42001.0,25691.0
L06633_at,20.0,20.0,20.0,20.0
L06797_s_at,127.0,631.0,2354.0,20.0
L06845_at,1808.0,20.0,20.0,20.0
L06895_at,20.0,20.0,20.0,20.0
L07033_at,2225.0,1193.0,1629.0,2993.0
L07044_at,8929.0,4872.0,7101.0,7258.0
L07077_at,153.0,523.0,20.0,630.0
L07261_s_at,168.0,522.0,192.0,20.0
L07493_at,1833.0,2500.0,2488.0,607.0
L07515_at,2174.0,3192.0,2700.0,3043.0
L07540_at,20.0,20.0,20.0,20.0
L07541_at,118.0,2.0,207.0,377.0
L07548_at,2577.0,7695.0,477.0,1715.0
L07590_at,257.0,108.0,1041.0,1292.0
L07592_at,809.0,1356.0,1234.0,20.0
L07594_at,109.0,886.0,20.0,544.0
L07597_at,20.0,20.0,20.0,20.0
L07615_at,150.0,20.0,20.0,256.0
L07633_at,3613.0,2291.0,6098.0,3632.0
L07648_at,5499.0,5507.0,6865.0,6719.0
L07738_at,20.0,20.0,20.0,20.0
L07758_at,649.0,1685.0,2061.0,1566.0
L07765_at,1248.0,1838.0,2472.0,1714.0
L07807_s_at,3305.0,59.0,5602.0,12147.0
L07868_at,270.0,302.0,20.0,20.0
L07919_at,1.0,20.0,20.0,20.0
L07949_at,20.0,372.0,20.0,20.0
L07956_at,543.0,58.0,326.0,1248.0
L08010_at,659.0,2279.0,1593.0,20.0
L08044_s_at,20.0,20.0,780.0,73.0
L08069_at,706.0,1197.0,20.0,5026.0
L08096_s_at,670.0,827.0,1765.0,533.0
L08177_at,20.0,20.0,20.0,20.0
L08187_at,2467.0,5588.0,332.0,1026.0
L08246_at,2832.0,1431.0,718.0,697.0
L08424_at,1522.0,3137.0,20.0,194.0
L08485_at,20.0,600.0,800.0,276.0
L08488_at,388.0,20.0,20.0,1376.0
L08666_at,3776.0,5078.0,7497.0,10295.0
L08835_rna2_s_at,5696.0,10309.0,7397.0,8196.0
L08895_at,220.0,20.0,20.0,259.0
L08904_at,3443.0,4820.0,3197.0,2795.0
L09190_rna1_at,225.0,522.0,193.0,169.0
L09209_s_at,4920.0,3125.0,8957.0,11321.0
L09229_s_at,2113.0,2903.0,3489.0,4401.0
L09230_s_at,20.0,20.0,20.0,20.0
L09234_at,20.0,69.0,20.0,20.0
L09235_at,245.0,77.0,122.0,1676.0
L09260_at,2350.0,2350.0,3738.0,2509.0
L09604_at,4417.0,9736.0,6590.0,3382.0
L09708_at,169.0,20.0,20.0,20.0
L09717_at,1726.0,1027.0,1076.0,1589.0
L09749_at,20.0,20.0,20.0,20.0
L09753_at,20.0,20.0,20.0,20.0
L10035_at,149.0,20.0,20.0,20.0
L10102_rna1_at,20.0,20.0,20.0,1158.0
L10123_at,253.0,420.0,1421.0,344.0
L10284_at,12632.0,11736.0,13888.0,13004.0
L10333_s_at,4055.0,1675.0,6199.0,12498.0
L10338_s_at,4881.0,6901.0,10433.0,15509.0
L10343_at,154.0,2302.0,20.0,20.0
L10373_at,5207.0,3686.0,8316.0,15588.0
L10374_at,879.0,2091.0,695.0,1337.0
L10377_s_at,20.0,20.0,20.0,20.0
L10378_at,3820.0,6434.0,4858.0,3391.0
L10381_at,20.0,20.0,20.0,20.0
L10386_at,221.0,689.0,273.0,3354.0
L10403_at,20.0,20.0,20.0,20.0
L10405_at,665.0,808.0,1497.0,1336.0
L10413_at,18289.0,10994.0,13754.0,16841.0
L10615_s_at,1985.0,5140.0,11130.0,10323.0
L10665_at,720.0,20.0,1447.0,657.0
L10678_at,6652.0,3778.0,7122.0,14940.0
L10717_at,20.0,20.0,20.0,20.0
L10838_at,846.0,1521.0,2461.0,1318.0
L10844_at,20.0,801.0,20.0,20.0
L10910_at,1014.0,1034.0,49.0,330.0
L10955_cds1_s_at,20.0,794.0,804.0,1603.0
L11005_at,413.0,573.0,1005.0,1397.0
L11066_at,7104.0,7416.0,6590.0,10973.0
L11238_s_at,170.0,713.0,613.0,20.0
L11239_at,238.0,20.0,20.0,244.0
L11244_s_at,20.0,20.0,20.0,20.0
L11284_at,1935.0,797.0,2340.0,2748.0
L11285_at,10781.0,9774.0,14005.0,10775.0
L11329_at,20.0,20.0,20.0,20.0
L11353_at,896.0,20.0,643.0,842.0
L11369_at,4726.0,3773.0,20.0,766.0
L11370_at,8727.0,15247.0,9470.0,8574.0
L11372_at,307.0,1162.0,497.0,752.0
L11373_at,22892.0,28894.0,12322.0,15090.0
L11566_at,18624.0,14370.0,29935.0,15764.0
L11573_at,404.0,493.0,20.0,39.0
L11669_at,874.0,5035.0,143.0,1200.0
L11672_at,16188.0,26399.0,22093.0,27787.0
L11672_r_at,1671.0,9932.0,2883.0,9939.0
L11695_at,20.0,20.0,20.0,82.0
L11701_s_at,806.0,1777.0,2213.0,2051.0
L11702_at,598.0,4467.0,372.0,1383.0
L11708_at,176.0,2648.0,1770.0,895.0
L11931_at,20.0,20.0,20.0,20.0
L12052_at,20.0,20.0,20.0,20.0
L12060_s_at,868.0,818.0,20.0,20.0
L12168_at,11090.0,13885.0,11117.0,6515.0
L12350_at,1159.0,881.0,20.0,20.0
L12392_at,5157.0,7012.0,3798.0,4228.0
L12468_at,411.0,533.0,232.0,356.0
L12535_at,557.0,565.0,1212.0,521.0
L12701_cds2_at,20.0,20.0,1210.0,1214.0
L12711_s_at,4393.0,3536.0,5974.0,9831.0
L12723_at,1222.0,529.0,295.0,1466.0
L12760_s_at,20.0,234.0,20.0,189.0
L13042_at,479.0,696.0,2271.0,377.0
L13197_at,1204.0,1279.0,3114.0,1006.0
L13203_at,4888.0,5089.0,12044.0,4453.0
L13210_at,25003.0,6204.0,4483.0,3950.0
L13258_at,20.0,15.0,20.0,20.0
L13266_s_at,4346.0,610.0,2901.0,7215.0
L13278_at,148.0,20.0,524.0,812.0
L13286_at,161.0,20.0,20.0,354.0
L13329_at,794.0,235.0,971.0,1873.0
L13391_at,1004.0,818.0,1571.0,1881.0
L13434_at,2899.0,2477.0,3757.0,3485.0
L13436_at,20.0,1052.0,20.0,1177.0
L13689_at,2008.0,2368.0,2471.0,1903.0
L13698_at,91.0,30.0,20.0,20.0
L13720_at,155.0,20.0,3873.0,3141.0
L13738_at,10691.0,6655.0,3895.0,5736.0
L13740_at,2110.0,5562.0,4045.0,5346.0
L13744_at,327.0,587.0,281.0,300.0
L13761_rna1_at,1391.0,1360.0,1380.0,1985.0
L13773_at,966.0,384.0,674.0,795.0
L13800_at,899.0,1373.0,746.0,1038.0
L13848_at,561.0,1647.0,353.0,946.0
L13852_at,2083.0,637.0,2951.0,1815.0
L13923_at,1675.0,2917.0,2281.0,1431.0
L13939_s_at,8866.0,5996.0,12117.0,11288.0
L13943_at,20.0,20.0,20.0,20.0
L13972_at,347.0,20.0,2661.0,2887.0
L13977_at,4158.0,5339.0,2297.0,4731.0
L13994_at,20.0,20.0,20.0,20.0
L14076_at,1266.0,2248.0,686.0,1172.0
L14269_at,445.0,1215.0,1104.0,645.0
L14430_at,20.0,20.0,20.0,20.0
L14542_at,20.0,20.0,360.0,20.0
L14565_at,20.0,1358.0,14337.0,7434.0
L14595_at,20.0,20.0,1050.0,20.0
L14754_at,3147.0,4986.0,5900.0,3346.0
L14778_s_at,3380.0,4075.0,4860.0,7234.0
L14787_at,665.0,1246.0,930.0,20.0
L14812_at,1211.0,4322.0,1422.0,1463.0
L14813_at,12990.0,18575.0,13675.0,11320.0
L14837_at,6122.0,4297.0,10036.0,6022.0
L14848_s_at,20.0,97.0,20.0,20.0
L14856_at,5457.0,9291.0,6260.0,3786.0
L14922_at,122.0,387.0,20.0,380.0
L14927_at,20.0,20.0,20.0,20.0
L15189_s_at,508.0,670.0,1907.0,4367.0
L15296_s_at,8.0,20.0,771.0,20.0
L15309_at,467.0,460.0,871.0,807.0
L15326_s_at,20.0,20.0,890.0,1.0
L15344_at,20.0,20.0,20.0,20.0
L15388_at,20.0,20.0,20.0,20.0
L15409_at,546.0,1515.0,32.0,216.0
L15440_at,20.0,20.0,201.0,20.0
L15533_rna1_at,445.0,20.0,20.0,20.0
L15702_at,6462.0,10004.0,10749.0,8282.0
L16464_at,20.0,863.0,1201.0,1924.0
L16782_at,959.0,1296.0,381.0,621.0
L16842_at,2678.0,1104.0,1128.0,7209.0
L16862_at,5225.0,8737.0,14219.0,3975.0
L16895_at,982.0,1206.0,2558.0,1385.0
L16896_at,20.0,20.0,20.0,339.0
L16991_at,2309.0,2924.0,20.0,478.0
L17075_s_at,252.0,1149.0,60.0,599.0
L17128_at,1124.0,1468.0,2044.0,690.0
L17131_rna1_at,1278.0,773.0,20.0,947.0
L17325_at,20.0,20.0,20.0,20.0
L17327_at,2779.0,20.0,2371.0,597.0
L17328_at,748.0,970.0,757.0,828.0
L17330_at,740.0,20.0,20.0,213.0
L17418_cds2_s_at,20.0,20.0,20.0,20.0
L18877_f_at,693.0,2562.0,822.0,704.0
L18920_f_at,394.0,20.0,20.0,361.0
L18960_at,7498.0,5173.0,2226.0,2913.0
L18972_at,1971.0,3434.0,2378.0,1529.0
L18983_at,7563.0,16265.0,19433.0,16519.0
L19058_at,671.0,366.0,702.0,125.0
L19063_at,20.0,20.0,20.0,20.0
L19067_at,6110.0,9222.0,915.0,1337.0
L19161_at,563.0,20.0,461.0,455.0
L19183_at,1379.0,1861.0,1252.0,1673.0
L19267_at,7149.0,20070.0,9427.0,1041.0
L19297_at,20.0,20.0,20.0,20.0
L19314_at,1269.0,1911.0,974.0,445.0
L19401_at,147.0,335.0,1045.0,670.0
L19437_at,11295.0,13274.0,12239.0,9359.0
L19493_s_at,1272.0,2508.0,1838.0,1557.0
L19527_at,19013.0,21194.0,31034.0,18021.0
L19593_at,237.0,175.0,153.0,351.0
L19605_at,3359.0,7619.0,3984.0,1583.0
L19686_rna1_at,24720.0,26622.0,10016.0,18897.0
L19711_at,1425.0,1356.0,1051.0,20.0
L19778_at,20.0,84.0,117.0,20.0
L19779_at,3926.0,4011.0,5589.0,3851.0
L19783_at,1846.0,1212.0,554.0,217.0
L19871_at,793.0,1696.0,2082.0,819.0
L19872_at,20.0,20.0,20.0,37.0
L20010_at,1847.0,2730.0,20.0,1755.0
L20298_at,4325.0,4742.0,4110.0,2420.0
L20316_at,5453.0,5451.0,10893.0,7092.0
L20320_at,7.0,20.0,550.0,804.0
L20321_at,249.0,886.0,25.0,20.0
L20348_at,139.0,702.0,59.0,20.0
L20433_at,20.0,20.0,20.0,20.0
L20469_s_at,20.0,573.0,20.0,1393.0
L20591_at,352.0,1084.0,915.0,893.0
L20688_at,4422.0,6577.0,8552.0,3454.0
L20773_at,5600.0,5982.0,5343.0,4450.0
L20814_at,6101.0,3993.0,2469.0,4769.0
L20815_at,1497.0,2619.0,1946.0,1424.0
L20826_at,1324.0,2233.0,1189.0,813.0
L20852_at,782.0,20.0,1093.0,985.0
L20859_at,20.0,1362.0,536.0,20.0
L20860_at,503.0,20.0,20.0,137.0
L20861_at,736.0,1012.0,898.0,79.0
L20941_at,113241.0,115835.0,58923.0,45107.0
L20965_at,1386.0,3266.0,1608.0,1246.0
L20971_at,2216.0,1407.0,2055.0,2092.0
L21715_at,20.0,20.0,20.0,20.0
L21893_at,2014.0,3080.0,1711.0,3084.0
L21934_at,182.0,878.0,653.0,381.0
L21936_at,4004.0,3484.0,2842.0,6899.0
L21954_at,1693.0,20.0,1194.0,265.0
L21993_at,20.0,20.0,1063.0,1504.0
L21998_at,3542.0,619.0,20.0,20.0
L22005_at,804.0,20.0,680.0,215.0
L22009_at,2497.0,1337.0,2363.0,1610.0
L22075_at,20.0,299.0,806.0,20.0
L22206_at,20.0,20.0,187.0,20.0
L22214_at,4651.0,9540.0,2077.0,4641.0
L22342_at,2659.0,2711.0,4515.0,3659.0
L22343_at,209.0,1382.0,222.0,414.0
L22454_at,905.0,906.0,2304.0,129.0
L22524_s_at,98.0,20.0,165.0,202.0
L22548_at,20.0,20.0,968.0,20.0
L22569_at,20.0,20.0,20.0,20.0
L22650_at,97.0,377.0,20.0,20.0
L23116_at,1563.0,592.0,2609.0,1476.0
L23333_s_at,20.0,302.0,4487.0,1363.0
L23808_at,20.0,20.0,20.0,668.0
L23852_at,2589.0,655.0,1193.0,915.0
L23959_at,20.0,20.0,20.0,20.0
L24203_at,20.0,20.0,20.0,20.0
L24470_at,203.0,57.0,310.0,20.0
L24559_at,2070.0,20.0,4465.0,3358.0
L24564_at,20.0,20.0,20.0,20.0
L24774_s_at,1469.0,20.0,2396.0,3303.0
L24783_at,3762.0,3731.0,2357.0,2280.0
L24804_at,422.0,136.0,2073.0,2677.0
L24893_s_at,20.0,20.0,20.0,336.0
L25080_at,17485.0,19417.0,26619.0,14657.0
L25081_at,8031.0,12273.0,10066.0,8510.0
L25085_at,1211.0,20.0,380.0,185.0
L25119_at,674.0,1894.0,532.0,20.0
L25270_at,20.0,20.0,20.0,20.0
L25286_s_at,134.0,453.0,694.0,20.0
L25441_at,440.0,784.0,450.0,606.0
L25444_at,463.0,3932.0,242.0,2028.0
L25798_at,582.0,20.0,1358.0,1981.0
L25851_at,1525.0,1814.0,218.0,171.0
L25876_at,855.0,1718.0,1128.0,1590.0
L25878_s_at,2440.0,2212.0,2709.0,574.0
L25931_s_at,267.0,1226.0,20.0,162.0
L26081_at,20.0,20.0,20.0,20.0
L26234_at,20.0,950.0,20.0,517.0
L26247_at,21666.0,9376.0,21304.0,19665.0
L26336_at,7364.0,3172.0,6222.0,9838.0
L26339_at,20.0,20.0,20.0,20.0
L26494_at,983.0,20.0,2223.0,752.0
L26584_s_at,436.0,144.0,14.0,473.0
L26953_at,20.0,554.0,683.0,20.0
L27050_at,20.0,20.0,20.0,20.0
L27071_at,149.0,20.0,281.0,828.0
L27080_at,3856.0,20.0,20.0,20.0
L27213_s_at,20.0,20.0,20.0,20.0
L27476_at,3427.0,2314.0,2679.0,1904.0
L27479_at,3452.0,3918.0,4516.0,2214.0
L27559_s_at,20.0,20.0,20.0,20.0
L27560_at,2054.0,785.0,3942.0,1270.0
L27584_s_at,20.0,20.0,20.0,20.0
L27586_at,549.0,843.0,20.0,20.0
L27624_s_at,0.0,48.0,20.0,28.0
L27706_at,1373.0,925.0,350.0,1493.0
L27841_at,1569.0,2481.0,2828.0,2855.0
L27943_at,4720.0,8328.0,6337.0,8311.0
L28010_at,602.0,887.0,2666.0,1260.0
L28175_at,20.0,20.0,20.0,20.0
L28821_at,5675.0,1054.0,7228.0,5505.0
L28957_at,270.0,319.0,87.0,131.0
L28997_at,128.0,196.0,1837.0,669.0
L29008_at,856.0,20.0,1484.0,2775.0
L29217_at,20.0,20.0,20.0,20.0
L29218_at,869.0,1045.0,3305.0,1105.0
L29277_at,1856.0,2377.0,3462.0,3556.0
